DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6
10574095,109,1,0.0043027583,0.0042858375,0.0043108994,0.0043042703,0.004302623,0.9784936
10599890,109,1,0.0021972663,0.002202326,0.0022074808,0.0021994396,0.0022125405,0.98898095
10620568,109,1,0.0022080094,0.0022172765,0.0022218688,0.0022067258,0.0022298836,0.9889162
10652180,109,1,0.002202085,0.0022133554,0.0022077353,0.0022099554,0.0021971087,0.98896974
10713370,109,1,0.0020972516,0.035303522,0.002095773,0.06354324,0.0021075413,0.8948527
10742226,109,1,0.0014642162,0.0014671836,0.0014652758,0.0014689313,0.0014695129,0.9926649
10769755,109,1,0.0023219492,0.0023411734,0.1903678,0.0023304578,0.0023310003,0.80030763
10877778,109,1,0.0021575212,0.04775424,0.0021577629,0.002149305,0.0021478503,0.9436334
10966386,109,1,0.0029293268,0.030946216,0.0029361723,0.0029538374,0.0029427693,0.95729166
10966441,109,1,0.0027403287,0.0027406767,0.0027423818,0.0027404143,0.0027410656,0.9862951
12211279,109,1,0.0013588936,0.0013785494,0.0013592537,0.0013615348,0.0013580674,0.9931837
12218656,109,1,0.002675511,0.0026709028,0.1241566,0.0026571732,0.11619806,0.75164175
12495014,109,1,0.0029005816,0.002897717,0.0029222076,0.0029073905,0.0029083095,0.9854638
1669719,111,2,0.0027896292,0.98605204,0.0027919791,0.0027902569,0.0027948776,0.0027811793
7856030,111,2,0.003346244,0.45144108,0.0033484586,0.0033696715,0.5351368,0.0033577906
7913756,111,2,0.0015942348,0.3602128,0.0015944694,0.0015961336,0.6334089,0.0015934868
7927332,111,2,0.0018409882,0.0018611316,0.0018393928,0.11623227,0.8763826,0.0018436073
7936296,111,2,0.0033632023,0.1894238,0.07676609,0.0033804965,0.7237014,0.00336505
8137132,111,2,0.0892956,0.6324823,0.001568572,0.0015583391,0.2735356,0.0015595509
8682199,111,2,0.0016720039,0.9916324,0.0016715989,0.0016741646,0.0016783754,0.0016714649
8707291,111,2,0.0014446898,0.062543325,0.0014459975,0.0014497482,0.9316713,0.0014449849
8797471,111,2,0.0024559887,0.0024613035,0.0024578238,0.0024625126,0.98770577,0.0024565908
8797472,111,2,0.0029466315,0.0029518039,0.0029410103,0.0029617564,0.98521537,0.002983452
8841969,111,2,0.0023629414,0.42020112,0.0023637877,0.0023672339,0.549683,0.023021944
8937783,111,2,0.0019074322,0.36195445,0.0018982854,0.0019021392,0.6304286,0.0019091475
9128415,111,2,0.001329599,0.40085778,0.012923867,0.0013311412,0.5822225,0.0013351311
9239743,111,2,0.0023542137,0.9882023,0.0023565278,0.0023599213,0.002370766,0.0023562007
9263413,111,2,0.007265901,0.67162794,0.007262327,0.0072881626,0.2992978,0.007257881
9681800,111,2,0.002279877,0.17069581,0.0022662757,0.054867286,0.76761395,0.002276783
9789072,111,2,0.0017609325,0.0017656995,0.0017634601,0.0017672193,0.99117947,0.0017631442
9864731,111,2,0.002259593,0.002273605,0.002256535,0.0022649933,0.98868376,0.0022616005
10360778,111,2,0.004517253,0.43227437,0.0045124083,0.004525877,0.5496588,0.0045113177
10412591,111,2,0.0020750498,0.5632714,0.002079632,0.0020763425,0.4284278,0.0020697082
10932276,111,2,0.0014808057,0.3074216,0.0014826612,0.0014869036,0.68664193,0.0014860856
12222676,111,2,0.0023350334,0.7049345,0.0023443657,0.0023372793,0.28572413,0.0023246892
12420099,111,2,0.0022288673,0.0022538272,0.0022318366,0.002234879,0.9888197,0.0022309779
12464332,111,2,0.0027058069,0.29727575,0.11649718,0.0027152807,0.57809204,0.002713951
7866403,114,3,0.0022022736,0.0022032391,0.0022054615,0.71436644,0.27679566,0.0022268933
7903889,114,3,0.18930207,0.0032518466,0.0032178876,0.4764929,0.32451114,0.0032241805
8111410,114,3,0.0020233858,0.0020196931,0.0020192226,0.98988974,0.0020256576,0.002022292
8118461,114,3,0.0018762583,0.001878024,0.0018880547,0.59555465,0.39690346,0.0018994762
8522331,114,3,0.0017280584,0.0017233522,0.0017234341,0.7008133,0.29228467,0.0017271981
8566954,114,3,0.0038903817,0.0038905083,0.0039003205,0.65456146,0.32980174,0.003955612
8616874,114,3,0.0018150473,0.0017996624,0.001813206,0.99095154,0.0018066309,0.0018140004
9140167,114,3,0.08446276,0.0024996223,0.002497315,0.8082711,0.0025176385,0.09975157
9156280,114,3,0.6545027,0.0016306764,0.001635829,0.33895722,0.0016434615,0.0016301055
9196022,114,3,0.24729869,0.26508427,0.0029739765,0.4787472,0.002952615,0.0029432653
9276697,114,3,0.0016212802,0.0016176631,0.0016119339,0.99191636,0.0016140565,0.0016187204
9399850,114,3,0.010541905,0.010504044,0.01047663,0.6830493,0.010567314,0.2748608
9536987,114,3,0.30540767,0.0019397433,0.0019445993,0.6868526,0.00192997,0.0019254448
9566701,114,3,0.0024908006,0.0024214918,0.0024533477,0.9877667,0.0024384214,0.0024292108
9585611,114,3,0.0016734134,0.0016730697,0.0016737463,0.7254128,0.2678708,0.0016961109
9869603,114,3,0.0014396644,0.0014341486,0.0014321879,0.7645834,0.18549593,0.045614645
10213492,114,3,0.0016984603,0.0016999319,0.0016915947,0.9914993,0.00171563,0.0016950268
10502323,114,3,0.0014224617,0.0014191221,0.0014191921,0.99289304,0.0014230317,0.0014231526
10717531,114,3,0.20565642,0.0023342657,0.14374702,0.5436742,0.10223551,0.0023525862
10920985,114,3,0.0026566077,0.0026536877,0.0026504118,0.69301945,0.0026856193,0.29633427
10921028,114,3,0.001565536,0.0015650936,0.0015614053,0.79718614,0.0015816896,0.19654019
10936679,114,3,0.0026656073,0.0026525517,0.0026520279,0.9866608,0.0026813648,0.0026877078
11040191,114,3,0.0018446712,0.0018550423,0.0018411787,0.72825587,0.07319824,0.19300503
12059991,114,3,0.7055217,0.003285562,0.0032828897,0.28134835,0.0032800261,0.0032814797
8286193,116,4,0.98602504,0.0027887295,0.0027940862,0.002790395,0.0028008346,0.0028008954
8607861,116,4,0.83584595,0.0027448898,0.0027501278,0.0027521653,0.0027512014,0.15315564
8692980,116,4,0.46956727,0.22107254,0.16077884,0.0019775347,0.0019702401,0.14463364
8710868,116,4,0.8500255,0.002469199,0.14010398,0.002471116,0.0024608488,0.0024694337
9056422,116,4,0.58260417,0.001747537,0.1700602,0.15862493,0.00176016,0.085203
9205064,116,4,0.45587066,0.064601146,0.40346962,0.0015763663,0.0015712796,0.072910875
9342439,116,4,0.98978525,0.0020508145,0.0020384002,0.0020445243,0.0020375217,0.00204358
9394418,116,4,0.5662731,0.0015603639,0.0015606108,0.0015551302,0.0015656112,0.4274852
9413807,116,4,0.7694312,0.0014966786,0.0014989567,0.0014995481,0.0015008004,0.22457282
9516080,116,4,0.7276891,0.12675567,0.0015787369,0.0015715597,0.0015693879,0.14083554
9545345,116,4,0.43610913,0.0017699711,0.5568315,0.0017629337,0.0017603672,0.001766129
9699666,116,4,0.7833515,0.001864945,0.0018654725,0.0018614242,0.001859292,0.20919737
9766646,116,4,0.8195266,0.0021473076,0.17185673,0.00214932,0.0021513696,0.0021686887
9815544,116,4,0.8101228,0.0013742433,0.0013779282,0.0013732472,0.0013778075,0.18437406
10026153,116,4,0.47550243,0.0024657242,0.2689459,0.2143128,0.0024682842,0.036304794
10401676,116,4,0.87393606,0.001929713,0.11832251,0.0019332236,0.0019358465,0.001942652
10430101,116,4,0.99195206,0.0016104571,0.001613198,0.0016079685,0.001606396,0.001609898
10435587,116,4,0.3395085,0.002244925,0.31641516,0.3373454,0.0022384152,0.0022476488
10438568,116,4,0.6438642,0.0027945065,0.0028109238,0.002792652,0.0027950965,0.3449427
10459850,116,4,0.46000892,0.0016601675,0.0016584216,0.18773864,0.0016666407,0.34726718
10669726,116,4,0.13935474,0.0017273076,0.85373574,0.0017319145,0.0017255181,0.001724721
10674396,116,4,0.3297429,0.00097517035,0.6663549,0.0009771278,0.0009739784,0.00097592804
10851068,116,4,0.40687117,0.0028395196,0.21676432,0.30062312,0.0028524725,0.07004936
12374697,116,4,0.7553046,0.0019204257,0.08699172,0.0019193164,0.0019035096,0.15196043
7585009,117,5,0.002100159,0.0020928923,0.0020947156,0.002091611,0.98952854,0.0020920958
7696609,117,5,0.002505742,0.19694489,0.04439281,0.002506558,0.7511549,0.0024951699
7847069,117,5,0.05777677,0.043070626,0.0018850004,0.0018823937,0.8935032,0.0018820774
8058160,117,5,0.0027903188,0.063736826,0.0027964986,0.0027998209,0.9250813,0.0027952157
8075646,117,5,0.01904431,0.0025464387,0.0025493517,0.0025423293,0.97077286,0.0025447574
8740984,117,5,0.0022017919,0.0022037341,0.0021993397,0.0022046862,0.98899335,0.0021971345
8826994,117,5,0.0015242242,0.09251761,0.0015249347,0.0015226234,0.7303422,0.17256844
8859062,117,5,0.0013839356,0.2543947,0.0013920917,0.0013840641,0.74005383,0.0013913158
9017530,117,5,0.0031067233,0.027391206,0.0031008353,0.0031152454,0.96016145,0.0031245486
9067471,117,5,0.1290556,0.0026733894,0.0026595222,0.0026677414,0.8602705,0.0026732578
9129722,117,5,0.0016641717,0.0016645095,0.12499823,0.0016615555,0.86834735,0.0016641786
9218507,117,5,0.0017964251,0.0017960549,0.27230728,0.0017895362,0.7205079,0.0018027517
9265639,117,5,0.0013786692,0.0013770271,0.20919812,0.001380746,0.7852772,0.0013882885
9369084,117,5,0.0010022521,0.0010011939,0.0010009531,0.0010015861,0.9949885,0.0010054937
9470136,117,5,0.0047852728,0.0047730957,0.004786134,0.0047707194,0.9760873,0.0047974666
9700658,117,5,0.49000734,0.0020297142,0.002019988,0.002027743,0.50189537,0.0020198997
10027417,117,5,0.5880589,0.0011233628,0.0011197069,0.0011197231,0.407457,0.0011213333
10213152,117,5,0.0018854277,0.1692314,0.0018949996,0.001884617,0.6943963,0.13070728
10431657,117,5,0.29083723,0.0028956754,0.0028990055,0.042127483,0.65835613,0.0028844771
10507547,117,5,0.0019324493,0.11340146,0.0019299051,0.0019299478,0.634064,0.24674228
10559556,117,5,0.09527953,0.0037492749,0.003730959,0.0037164874,0.8897907,0.0037330384
10679292,117,5,0.0032368654,0.4125473,0.00323178,0.0032396542,0.57449776,0.0032466578
10935434,117,5,0.0015971202,0.0015943551,0.0015954989,0.0016018535,0.9920127,0.0015984895
11860878,117,5,0.0019925728,0.001994402,0.0019942615,0.001994695,0.7570244,0.23499966
7587891,120,6,0.0024056386,0.0023990083,0.0023871907,0.12052041,0.0024147714,0.8698729
7805557,120,6,0.0023374662,0.0023317225,0.0023245271,0.0023287302,0.002325668,0.9883519
7928630,120,6,0.0024761015,0.002467361,0.0024774587,0.0024685662,0.04609066,0.9440199
8058309,120,6,0.2233781,0.7676595,0.0022439628,0.002240046,0.0022338268,0.0022446173
8293386,120,6,0.20939134,0.002586318,0.0025742122,0.0025901617,0.002592465,0.78026545
8521452,120,6,0.22227979,0.0023555972,0.002357019,0.002364887,0.0023579963,0.7682848
8569178,120,6,0.0017075246,0.0016981779,0.001691233,0.264352,0.0017003728,0.72885066
8618340,120,6,0.023641275,0.0023423985,0.0023330818,0.0023443429,0.00234173,0.96699715
8697991,120,6,0.002271101,0.002258728,0.0022609525,0.0022627828,0.0022600282,0.9886864
8924224,120,6,0.0020953799,0.0020885214,0.002092129,0.0020910993,0.0020928516,0.98954004
8956779,120,6,0.002055333,0.05362289,0.0020478487,0.0020509535,0.13382101,0.80640197
9094461,120,6,0.0030649037,0.0030556626,0.0030586426,0.2716966,0.0030559336,0.7160682
9291431,120,6,0.0787124,0.0024664223,0.07261521,0.0024702405,0.0024771385,0.8412586
9570214,120,6,0.0016362877,0.0016249631,0.0016323114,0.0016295001,0.0016261745,0.9918508
9594287,120,6,0.002632208,0.0026128937,0.0026125174,0.0026174625,0.002611552,0.9869134
9658316,120,6,0.0023164349,0.0023169217,0.0023012313,0.43705416,0.002300717,0.5537105
9798412,120,6,0.0038987116,0.0039010858,0.003883697,0.003894883,0.0038955968,0.980526
9925751,120,6,0.09626535,0.33891347,0.46292534,0.0018457553,0.0018424594,0.098207615
10399167,120,6,0.001771236,0.32516772,0.0017657869,0.0017668147,0.0017704373,0.66775805
10403689,120,6,0.0018682644,0.0018574434,0.0018580888,0.0018635977,0.0018598506,0.9906928
10631462,120,6,0.0014272565,0.0014282778,0.0014254117,0.001424053,0.0014289245,0.9928661
10794547,120,6,0.4366173,0.0014997892,0.027950143,0.0015078903,0.0015061324,0.5309188
10837140,120,6,0.5487527,0.0034412278,0.21350512,0.22741637,0.003437682,0.0034468933
10923484,120,6,0.0022405593,0.0022324463,0.002236594,0.0022316303,0.002239855,0.98881894
8524262,126,7,0.5534265,0.14093183,0.2980029,0.0025489286,0.0025537396,0.0025360468
9190890,126,7,0.13891529,0.0024101413,0.8514827,0.002403273,0.0023917628,0.0023969177
9485488,126,7,0.0052350005,0.97378224,0.0052385307,0.0052365027,0.0052533923,0.005254368
9625811,126,7,0.9874569,0.0025122259,0.0025121095,0.0025174879,0.0024939384,0.002507394
9679979,126,7,0.0019809192,0.8334377,0.001979999,0.1586537,0.0019753177,0.0019723012
10065149,126,7,0.57567316,0.0031138903,0.41188017,0.0031214622,0.003102841,0.0031084667
10195885,126,7,0.19848885,0.7965324,0.0012475179,0.0012453658,0.0012406199,0.0012454384
10200459,126,7,0.7041904,0.00255056,0.09421448,0.19396032,0.0025356815,0.0025484953
10334192,126,7,0.0020806268,0.0020844773,0.15565757,0.8360313,0.0020672781,0.002078745
10340750,126,7,0.5037811,0.0016004945,0.0016031023,0.48980677,0.0016037461,0.001604765
10354018,126,7,0.9857391,0.0028464808,0.0028507765,0.0028591156,0.0028336225,0.0028708677
10410876,126,7,0.15666378,0.8347267,0.0021513747,0.0021524783,0.00214617,0.0021595366
10557106,126,7,0.45106533,0.002870301,0.18347444,0.29174945,0.0028387634,0.06800166
10618704,126,7,0.07624638,0.0022683796,0.16960196,0.74735487,0.0022613117,0.002267062
10637429,126,7,0.003507035,0.3161907,0.0035043654,0.669801,0.0035038393,0.0034930625
10726978,126,7,0.17894955,0.0020110325,0.06785729,0.7171895,0.03197754,0.0020150598
10741712,126,7,0.599726,0.0034280054,0.38654616,0.0034318925,0.003413881,0.003454019
10786798,126,7,0.57106763,0.0026225208,0.3530908,0.06798165,0.0026257874,0.002611594
10870973,126,7,0.0014269756,0.29268563,0.0014233011,0.5667191,0.13631825,0.0014266869
10918445,126,7,0.0033737281,0.22574343,0.0033617083,0.760807,0.0033542858,0.003359922
10933063,126,7,0.002482706,0.27885395,0.0024674262,0.59276503,0.0024661666,0.12096478
10935482,126,7,0.15349281,0.12725817,0.064807236,0.5715188,0.002794286,0.08012871
10953306,126,7,0.09251437,0.004415826,0.004442853,0.8897745,0.0044184285,0.0044340584
11044365,126,7,0.0017628795,0.4294429,0.38338405,0.0017497865,0.0017451308,0.18191522
8790332,142,8,0.0017147773,0.0017079759,0.10490024,0.8882578,0.0017077322,0.0017114474
8875075,142,8,0.655184,0.0015804791,0.0015866546,0.33847234,0.0015832132,0.0015933496
8903350,142,8,0.0024279212,0.045815982,0.0024423958,0.9444619,0.0024226406,0.0024291782
8946241,142,8,0.002328368,0.002326602,0.0023563518,0.98831606,0.0023428136,0.00232984
9119087,142,8,0.004351931,0.36416125,0.004307515,0.6185766,0.004290076,0.004312643
9334287,142,8,0.0011667636,0.0011625318,0.0011689904,0.9941695,0.0011634063,0.0011688346
9508065,142,8,0.003360399,0.003391028,0.09888579,0.36392763,0.25846437,0.2719708
9545534,142,8,0.0020688851,0.002077382,0.0020698141,0.98965675,0.002063338,0.0020637438
9630065,142,8,0.002849198,0.10561099,0.0028766554,0.67052305,0.21530414,0.0028359448
9733569,142,8,0.003430022,0.0034246843,0.0034275518,0.98289025,0.0034131766,0.0034142563
9767138,142,8,0.08754058,0.002622858,0.30009925,0.60449463,0.0026148227,0.0026278892
9847242,142,8,0.001469398,0.0014697136,0.001475731,0.99264526,0.0014677563,0.0014720426
10349094,142,8,0.22031264,0.04019294,0.0014753697,0.73505527,0.0014874919,0.0014763344
10354479,142,8,0.002098119,0.0020971538,0.0020986344,0.9895203,0.0020932811,0.0020925363
10364424,142,8,0.003927933,0.20847017,0.2493742,0.5304273,0.003899589,0.0039008886
10475061,142,8,0.3528594,0.29409274,0.0015400758,0.34842235,0.0015436597,0.0015417777
10518503,142,8,0.0017937126,0.0017840357,0.09890487,0.893949,0.0017848859,0.0017834804
10564872,142,8,0.0019733554,0.0019812605,0.0019779205,0.99012095,0.001975471,0.00197097
10769242,142,8,0.0020599628,0.0020511837,0.067749925,0.92406124,0.002039226,0.0020384982
10804186,142,8,0.0018066649,0.0018023892,0.0018153613,0.99097234,0.0018020995,0.001801143
10822271,142,8,0.0035270434,0.28310052,0.003506072,0.70286775,0.0034934399,0.0035051827
10842302,142,8,0.15427531,0.0034973843,0.003506851,0.8317478,0.003489798,0.0034828696
10899793,142,8,0.0034986518,0.6541662,0.0034920145,0.33183655,0.0035184496,0.0034880135
10906459,142,8,0.05037786,0.0020812564,0.0020715217,0.94132006,0.0020738468,0.0020754777
8733303,146,9,0.07369488,0.0047940924,0.004819856,0.11749906,0.7943994,0.00479276
8766720,146,9,0.0026686988,0.0026786944,0.0026777158,0.0026665719,0.98664314,0.0026651772
9172170,146,9,0.0014811167,0.0014791175,0.0014838111,0.0014871815,0.9925665,0.0015022496
9189043,146,9,0.0019431591,0.001945503,0.0019459316,0.0019471344,0.9902653,0.0019529907
9189920,146,9,0.002725074,0.0026997637,0.0027061384,0.0027172163,0.9864503,0.0027014972
9224802,146,9,0.0033376126,0.003293589,0.0033044347,0.003308853,0.73627025,0.2504853
9368568,146,9,0.003801737,0.0038092334,0.0038217162,0.0038136581,0.9808969,0.0038567951
9414118,146,9,0.0033611984,0.11244913,0.0033492695,0.00336275,0.87412834,0.0033492993
9521418,146,9,0.0024839602,0.2231088,0.09545393,0.0024770927,0.6740059,0.0024702782
9546792,146,9,0.0033266582,0.0032955362,0.0033017783,0.0032847973,0.9835014,0.0032898355
9595861,146,9,0.00726125,0.007271016,0.007286394,0.24168916,0.7292005,0.007291658
9622000,146,9,0.0040052375,0.07368402,0.048122276,0.0040111556,0.8661421,0.00403529
9652956,146,9,0.0015762271,0.001576058,0.001581828,0.0015707131,0.99212533,0.0015697938
9737546,146,9,0.18446213,0.001616411,0.0015968138,0.0015965886,0.80912983,0.0015982442
10037474,146,9,0.0030125354,0.35111976,0.087472744,0.003006074,0.55240065,0.002988287
10090481,146,9,0.0027804384,0.0027858517,0.00278786,0.002795836,0.98606145,0.0027885688
10337065,146,9,0.003582797,0.003567844,0.0035812485,0.003595814,0.9821123,0.0035599957
10430510,146,9,0.0034322871,0.14687173,0.33363974,0.38657436,0.12605602,0.0034258068
10468510,146,9,0.0018861166,0.060636938,0.0018884093,0.0018869907,0.9318145,0.0018870595
10587643,146,9,0.0025125798,0.0025116235,0.0025086917,0.688559,0.3014035,0.0025045555
10607841,146,9,0.003118744,0.003105461,0.23042375,0.0031139192,0.75713855,0.0030996199
10754226,146,9,0.0027464437,0.002744065,0.22031209,0.0027524703,0.7687044,0.0027405235
10783295,146,9,0.0036452198,0.6558643,0.0036607776,0.003653666,0.3295406,0.00363545
12451676,146,9,0.0016395458,0.090396315,0.0016452423,0.0016432195,0.9030359,0.0016398072
