DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5
8908519,109,1,0.0030601493,0.003011831,0.00303996,0.98784816,0.0030398888
8940425,109,1,0.002356514,0.0023452884,0.0023717599,0.9905703,0.0023560498
9149812,109,1,0.0025349017,0.002537962,0.002570265,0.98977363,0.0025832232
9666006,109,1,0.0051616705,0.0052036718,0.0052020326,0.97927105,0.0051615317
9676381,109,1,0.0031875023,0.0031058032,0.15280813,0.79594195,0.044956595
9836710,109,1,0.2509602,0.005972896,0.0059855687,0.7311077,0.0059735794
9889212,109,1,0.0020282688,0.002026573,0.0020470119,0.99188393,0.0020142135
10029323,109,1,0.0019179478,0.0019338273,0.09564398,0.8985809,0.001923343
10419204,109,1,0.0026016105,0.0025749444,0.0026015283,0.9896295,0.0025923525
10440566,109,1,0.0035907002,0.003644287,0.0036131677,0.9854601,0.0036917294
10457842,109,1,0.0031537497,0.0031588695,0.003164713,0.9873475,0.0031751825
10574095,109,1,0.00518973,0.005161093,0.005224833,0.97921944,0.005204872
10599890,109,1,0.0026501687,0.0026538568,0.0026706187,0.9893423,0.0026830803
10620568,109,1,0.0026877641,0.0027213427,0.09937426,0.89248943,0.002727152
10652180,109,1,0.0026566132,0.09053476,0.0026865068,0.9014724,0.0026497275
10713370,109,1,0.0025590817,0.09725096,0.0025417414,0.895079,0.0025691509
10742226,109,1,0.0017626092,0.0017742395,0.0017645357,0.992926,0.0017726867
10769755,109,1,0.002818438,0.002842566,0.14617129,0.8453349,0.0028328376
10877778,109,1,0.0026106937,0.0025969243,0.0026158777,0.9895862,0.0025903517
10966386,109,1,0.0035619864,0.05287661,0.0035526888,0.93645537,0.0035532897
10966441,109,1,0.003301867,0.0033116224,0.0033104983,0.9867712,0.0033047579
12211279,109,1,0.0016379338,0.0016402772,0.0016373936,0.9934483,0.0016360617
12218656,109,1,0.0033421102,0.0032889717,0.0032901308,0.9098373,0.080241494
12495014,109,1,0.0035213497,0.0035086493,0.16859603,0.7367269,0.087647155
1669719,111,2,0.0033727752,0.9865187,0.0033829696,0.0033522716,0.0033732846
7856030,111,2,0.0040335404,0.6229569,0.004049331,0.004122495,0.36483777
7913756,111,2,0.0019386748,0.6528778,0.0019332257,0.0019276072,0.34132263
7927332,111,2,0.0022259422,0.50096536,0.0022279308,0.080412336,0.41416845
7936296,111,2,0.004085839,0.4226919,0.00419398,0.0040946063,0.56493366
8137132,111,2,0.0902235,0.6561107,0.0019119078,0.0019074585,0.24984638
8682199,111,2,0.002028129,0.99189115,0.0020212692,0.0020197784,0.0020396682
8707291,111,2,0.0017483457,0.45624244,0.001750869,0.0017599269,0.5384984
8797471,111,2,0.0029536837,0.0030271646,0.0029581764,0.002968285,0.9880927
8797472,111,2,0.0035583319,0.14046384,0.0035601736,0.0036250178,0.8487927
8841969,111,2,0.0028823789,0.69214517,0.002869549,0.0028725376,0.2992304
8937783,111,2,0.0022911604,0.7521961,0.0022846342,0.0022995565,0.24092868
9128415,111,2,0.0016032055,0.7502389,0.001604971,0.0016130059,0.24494003
9239743,111,2,0.0028428829,0.98859787,0.0028496012,0.0028445448,0.0028651012
9263413,111,2,0.008773444,0.77056646,0.008776545,0.008763153,0.20312043
9681800,111,2,0.0027558077,0.5204143,0.0027343705,0.0027732186,0.4713223
9789072,111,2,0.0021271529,0.11240477,0.002139093,0.0021328859,0.88119614
9864731,111,2,0.002725652,0.26184255,0.0027197397,0.002742397,0.7299697
10360778,111,2,0.0054355417,0.9781087,0.005431448,0.005448541,0.0055758026
10412591,111,2,0.0025052065,0.7411847,0.002511249,0.002499852,0.25129896
10932276,111,2,0.0017891624,0.54349583,0.0017954552,0.0018032381,0.45111632
12222676,111,2,0.0028259968,0.9886993,0.0028328483,0.0028128421,0.0028290837
12420099,111,2,0.002690145,0.20591399,0.0026995325,0.002703276,0.78599304
12464332,111,2,0.0032701476,0.98681986,0.0032850155,0.0032865407,0.0033384548
7866403,114,3,0.0026579213,0.0026740455,0.0026516325,0.8826517,0.10936469
7903889,114,3,0.30663484,0.004015043,0.0038964546,0.29030663,0.39514706
8111410,114,3,0.0024679324,0.0024571354,0.0024537127,0.99014693,0.0024743048
8118461,114,3,0.0022601443,0.0022741319,0.002293182,0.47370487,0.51946765
8522331,114,3,0.0020953305,0.0020859975,0.0020891076,0.62204564,0.37168393
8566954,114,3,0.004700728,0.004699204,0.0047350423,0.7085425,0.27732256
8616874,114,3,0.0022113414,0.0021869785,0.27994198,0.71345127,0.0022083549
9140167,114,3,0.003089601,0.0030383517,0.003037375,0.894572,0.09626265
9156280,114,3,0.7357019,0.0019760053,0.0019996436,0.21522516,0.04509722
9196022,114,3,0.4432081,0.12785846,0.10807746,0.31722906,0.0036268975
9276697,114,3,0.10851019,0.0019695964,0.0019654015,0.88559014,0.001964708
9399850,114,3,0.0129437,0.012804998,0.012649531,0.9488111,0.012790718
9536987,114,3,0.1218742,0.0023710697,0.3404819,0.5329215,0.0023513255
9566701,114,3,0.0030603397,0.0029472474,0.0029605518,0.9880597,0.0029722482
9585611,114,3,0.0020222822,0.0020186822,0.0020163716,0.64733976,0.3466029
9869603,114,3,0.0017617225,0.0017455424,0.0017304888,0.90540826,0.08935399
10213492,114,3,0.0020787453,0.0020743941,0.12778181,0.86597437,0.002090682
10502323,114,3,0.0017324842,0.0017259307,0.0017159277,0.99309415,0.0017314391
10717531,114,3,0.002846513,0.0028491681,0.36929256,0.44908175,0.17592993
10920985,114,3,0.0032059862,0.0032439695,0.0031859414,0.987109,0.0032550988
10921028,114,3,0.0018962647,0.0019060668,0.0018892813,0.99236155,0.0019469055
10936679,114,3,0.0032190687,0.0032221207,0.0032083255,0.98707587,0.0032746398
11040191,114,3,0.1455753,0.34338698,0.0022612764,0.50651693,0.0022595178
12059991,114,3,0.9839865,0.003960525,0.0040196376,0.00406974,0.003963577
8286193,116,4,0.9864783,0.0033693442,0.0033809838,0.0033850346,0.0033863832
8607861,116,4,0.8638797,0.0033168434,0.049888328,0.079602465,0.0033127558
8692980,116,4,0.5353084,0.002427634,0.40468392,0.05519704,0.0023829597
8710868,116,4,0.54648167,0.0029958792,0.44456184,0.0029890966,0.0029714687
9056422,116,4,0.4296009,0.05721836,0.50895476,0.0021123611,0.0021136391
9205064,116,4,0.16111006,0.0018918826,0.8331955,0.0019016191,0.0019009724
9342439,116,4,0.99015665,0.002468131,0.0024619456,0.0024611733,0.002452102
9394418,116,4,0.7997691,0.0019120544,0.001896761,0.10019801,0.09622409
9413807,116,4,0.8987849,0.023233574,0.0018340686,0.07433005,0.0018173956
9516080,116,4,0.7339785,0.034739185,0.2274628,0.0019241588,0.0018953659
9545345,116,4,0.27859297,0.0021434298,0.71500415,0.002133236,0.002126208
9699666,116,4,0.9909409,0.0022595348,0.0022642252,0.0022929225,0.0022424012
9766646,116,4,0.6465198,0.002591051,0.34569386,0.0026039004,0.002591508
9815544,116,4,0.9933372,0.0016640297,0.001674557,0.0016616475,0.0016625762
10026153,116,4,0.4401208,0.002992694,0.5509087,0.0029975437,0.0029802148
10401676,116,4,0.87064517,0.002342982,0.12232319,0.0023438626,0.0023448665
10430101,116,4,0.99221873,0.0019422706,0.001962723,0.0019415272,0.00193473
10435587,116,4,0.32713866,0.002723489,0.38029,0.2871141,0.0027337684
10438568,116,4,0.8026388,0.003376099,0.18717867,0.0034273355,0.0033790797
10459850,116,4,0.50041634,0.0020055394,0.0020086372,0.4935512,0.0020182733
10669726,116,4,0.0021307187,0.0020799497,0.9916212,0.0020848636,0.0020832797
10674396,116,4,0.08404962,0.0011766008,0.9124169,0.0011801206,0.0011766852
10851068,116,4,0.23781216,0.0034292291,0.66272134,0.09253182,0.0035054018
12374697,116,4,0.82069373,0.0023148013,0.17236637,0.0023216526,0.002303339
7585009,117,5,0.0025462664,0.0025294458,0.0025310325,0.0025194176,0.9898739
7696609,117,5,0.0030189094,0.2086685,0.02927229,0.0030107852,0.75602955
7847069,117,5,0.0022839224,0.002288554,0.0022790341,0.0022721665,0.9908763
8058160,117,5,0.0033866994,0.09341267,0.0033822972,0.0033961833,0.89642215
8075646,117,5,0.003063981,0.0030639174,0.0030585742,0.0030786465,0.98773485
8740984,117,5,0.0026504565,0.002662366,0.002656338,0.0026501208,0.9893807
8826994,117,5,0.0018373897,0.19462001,0.0018461132,0.0018870874,0.7998094
8859062,117,5,0.0016714853,0.094359785,0.0016889358,0.0016859532,0.9005938
9017530,117,5,0.0037617304,0.0037474763,0.0037789268,0.0038220452,0.9848898
9067471,117,5,0.18916076,0.0032485747,0.0032322113,0.0032353995,0.8011231
9129722,117,5,0.0020723252,0.0020051785,0.002044696,0.0020086064,0.9918692
9218507,117,5,0.0021860898,0.0021772822,0.32326093,0.002188475,0.6701872
9265639,117,5,0.0016752239,0.001674482,0.1474847,0.0016805419,0.84748507
9369084,117,5,0.001209448,0.0012094157,0.0012072541,0.0012131765,0.9951607
9470136,117,5,0.0058175847,0.0058374787,0.0057619824,0.005742808,0.97684014
9700658,117,5,0.42617235,0.0024819036,0.0024881212,0.0024618865,0.56639576
10027417,117,5,0.55123395,0.0013556628,0.0013654468,0.0013590062,0.44468594
10213152,117,5,0.0022771452,0.0889036,0.0023073854,0.07204984,0.83446205
10431657,117,5,0.29279825,0.0035040681,0.00354031,0.0035308907,0.6966265
10507547,117,5,0.002344918,0.0023585903,0.0023476542,0.30509982,0.68784904
10559556,117,5,0.0046450086,0.08278103,0.004497005,0.004505741,0.9035712
10679292,117,5,0.00395951,0.44833034,0.003937722,0.0039227586,0.5398497
10935434,117,5,0.0019328655,0.0019299776,0.0019314318,0.0019424063,0.9922633
11860878,117,5,0.0024132328,0.002432517,0.002406257,0.25411057,0.7386374
7587891,120,6,0.08117841,0.0029106326,0.0028876513,0.87562025,0.03740311
7805557,120,6,0.0028641785,0.002850555,0.0028129676,0.9886538,0.0028185947
7928630,120,6,0.003033132,0.0030281958,0.0029944305,0.98791414,0.0030301402
8058309,120,6,0.50607866,0.0027361969,0.48573527,0.0027346162,0.0027153522
8293386,120,6,0.34677282,0.16558816,0.00311366,0.48138195,0.0031433902
8521452,120,6,0.27494568,0.0028508045,0.002852043,0.7165037,0.0028477875
8569178,120,6,0.21108486,0.0020685866,0.0020454256,0.78274226,0.002058881
8618340,120,6,0.0028624646,0.0028745625,0.0029144364,0.9885309,0.0028175758
8697991,120,6,0.0027927046,0.25011075,0.00275473,0.7416118,0.0027300564
8924224,120,6,0.0025692324,0.51634204,0.0025245606,0.47602916,0.002535007
8956779,120,6,0.0025264283,0.24287166,0.002481418,0.7496143,0.002506246
9094461,120,6,0.9850424,0.0037495957,0.0037391367,0.0037652089,0.0037037525
9291431,120,6,0.15183687,0.0030053752,0.12327136,0.6545809,0.06730551
9570214,120,6,0.026915165,0.0019797983,0.0019838864,0.96714616,0.0019749852
9594287,120,6,0.22368635,0.0031667403,0.0031575512,0.76683646,0.0031528636
9658316,120,6,0.0028425215,0.002811063,0.002830453,0.9887335,0.0027825672
9798412,120,6,0.0047705793,0.05024135,0.0046926937,0.935563,0.0047322866
9925751,120,6,0.048968036,0.38427094,0.56227654,0.0022585283,0.0022259168
10399167,120,6,0.0021584523,0.99138707,0.0021422666,0.002172599,0.0021395765
10403689,120,6,0.0022802427,0.0022415656,0.0022418841,0.99099404,0.0022423258
10631462,120,6,0.0017409538,0.001730324,0.0017466708,0.93791866,0.056863323
10794547,120,6,0.55687445,0.0018327424,0.0018569732,0.4375811,0.0018547171
10837140,120,6,0.004144175,0.004180651,0.8182419,0.16923907,0.004194195
10923484,120,6,0.0027536668,0.0027136775,0.0027168673,0.9890768,0.002738919
8524262,126,7,0.0030928117,0.0030821566,0.9714029,0.0030649872,0.019357242
9190890,126,7,0.0029291876,0.0029113293,0.98836446,0.0029060983,0.0028889233
9485488,126,7,0.0064319866,0.9745199,0.0063443943,0.006350728,0.006352963
9625811,126,7,0.2673511,0.003084034,0.72348017,0.0030763273,0.0030083878
9679979,126,7,0.0024094163,0.92909795,0.0024116596,0.0636966,0.0023843078
10065149,126,7,0.0038249763,0.0037591634,0.9849065,0.0037642426,0.0037451324
10195885,126,7,0.23399092,0.44161656,0.32137573,0.0015164614,0.0015003248
10200459,126,7,0.23776653,0.003066828,0.7530217,0.0030935393,0.0030514558
10334192,126,7,0.0025574202,0.0025621434,0.47701523,0.51536626,0.00249901
10340750,126,7,0.64720064,0.0019558924,0.22781403,0.12106926,0.0019602247
10354018,126,7,0.98618704,0.0034704765,0.0034685535,0.0034609565,0.0034129398
10410876,126,7,0.23025787,0.76188236,0.0026450688,0.0026195357,0.0025951455
10557106,126,7,0.4629844,0.0034689682,0.52667964,0.0034448295,0.003422146
10618704,126,7,0.14064148,0.0027534622,0.61333,0.24053682,0.002738273
10637429,126,7,0.0042816643,0.36512336,0.28804243,0.33819944,0.0043531186
10726978,126,7,0.08896874,0.23433052,0.43862608,0.17410573,0.06396897
10741712,126,7,0.4334591,0.004202734,0.46854785,0.089669,0.004121285
10786798,126,7,0.097196445,0.0031701515,0.89325607,0.0031836452,0.0031937729
10870973,126,7,0.4259693,0.2832606,0.0017331714,0.16950923,0.11952766
10918445,126,7,0.12200157,0.43089435,0.295573,0.14746271,0.0040683676
10933063,126,7,0.003044873,0.77437294,0.0030125387,0.21658082,0.0029888637
10935482,126,7,0.0034434465,0.31509218,0.47768897,0.20039538,0.0033799983
10953306,126,7,0.33490267,0.0053899065,0.37116933,0.11925012,0.16928802
11044365,126,7,0.0021601128,0.46662995,0.4497453,0.07934687,0.00211782
8790332,142,8,0.002089571,0.002052739,0.86891025,0.12488119,0.002066279
8875075,142,8,0.99227035,0.0019055156,0.0019485186,0.0019526859,0.0019230308
8903350,142,8,0.0029479964,0.0029457808,0.41770667,0.5734725,0.0029270572
8946241,142,8,0.0028148298,0.0028235586,0.716732,0.27474648,0.0028831628
9119087,142,8,0.20595278,0.09121107,0.69244957,0.0052135973,0.0051728683
9334287,142,8,0.0014104099,0.0014068605,0.6269275,0.36883807,0.0014171739
9508065,142,8,0.004098508,0.004097209,0.33580136,0.33716023,0.31884268
9545534,142,8,0.0025125672,0.021133468,0.6219372,0.35191125,0.0025055527
9630065,142,8,0.21731855,0.0034606275,0.38085666,0.0034338043,0.39493033
9733569,142,8,0.004197121,0.19632366,0.66949016,0.10737642,0.022612734
9767138,142,8,0.13860038,0.0031853782,0.85176873,0.0032314793,0.0032140263
9847242,142,8,0.0017898717,0.0018107943,0.5220933,0.47251898,0.0017871211
10349094,142,8,0.2252759,0.22991978,0.5412018,0.0017935865,0.0018089472
10354479,142,8,0.002558779,0.0025431267,0.47891134,0.5134545,0.0025322442
10364424,142,8,0.004738367,0.004734783,0.9810371,0.004778853,0.0047108196
10475061,142,8,0.99246675,0.0018764938,0.0018874232,0.0018730446,0.001896258
10518503,142,8,0.0021742503,0.002182458,0.7165836,0.27687395,0.002185732
10564872,142,8,0.08387037,0.00242037,0.6921676,0.04476648,0.17677514
10769242,142,8,0.002499388,0.002485958,0.9900357,0.0024924483,0.0024864592
10804186,142,8,0.0022033583,0.027278183,0.5179107,0.45041487,0.0021929215
10822271,142,8,0.36307704,0.07023401,0.48386222,0.0043889056,0.07843783
10842302,142,8,0.004309006,0.0042457893,0.9829473,0.004218076,0.0042799013
10899793,142,8,0.0043008435,0.6378216,0.34932858,0.0042269463,0.004322028
10906459,142,8,0.111101106,0.1617597,0.4508012,0.27380368,0.002534397
8733303,146,9,0.0058270195,0.0057824193,0.052176297,0.0057993373,0.9304149
8766720,146,9,0.0032562318,0.0032559314,0.0032839845,0.003231395,0.98697245
9172170,146,9,0.0017803073,0.0017837271,0.0017943588,0.0018283067,0.9928133
9189043,146,9,0.0023429284,0.0023525949,0.0023462912,0.0023677137,0.99059045
9189920,146,9,0.003360008,0.0032729618,0.003282641,0.0032878714,0.98679656
9224802,146,9,0.00403022,0.0040104026,0.16697763,0.004012085,0.82096964
9368568,146,9,0.0045921393,0.0046674195,0.004634525,0.0047459775,0.9813599
9414118,146,9,0.0040815366,0.15434963,0.004066338,0.004058663,0.8334438
9521418,146,9,0.0030296608,0.26478216,0.12907049,0.0029859175,0.6001318
9546792,146,9,0.004119513,0.003975236,0.0039940346,0.003981443,0.9839298
9595861,146,9,0.008754231,0.008810347,0.058817048,0.11014831,0.8134701
9622000,146,9,0.004836099,0.06479994,0.0048867757,0.0048998552,0.9205774
9652956,146,9,0.0019225639,0.0019110386,0.079985306,0.0019008636,0.9142802
9737546,146,9,0.060641892,0.0019691542,0.0019349317,0.0019420332,0.933512
10037474,146,9,0.0037001127,0.44255763,0.07199409,0.0036084156,0.4781397
10090481,146,9,0.0033429817,0.0033666429,0.0033599767,0.0033874104,0.986543
10337065,146,9,0.0043593966,0.0043172427,0.004376817,0.004316889,0.98262966
10430510,146,9,0.004165952,0.21120422,0.5491309,0.004198923,0.23129997
10468510,146,9,0.0022787782,0.0022905355,0.002279253,0.0022835124,0.9908679
10587643,146,9,0.21023719,0.0030508817,0.3229246,0.0030651945,0.46072218
10607841,146,9,0.003789046,0.0037527892,0.2699076,0.003743742,0.7188068
10754226,146,9,0.0033177508,0.0033175705,0.20920004,0.0033130236,0.78085166
10783295,146,9,0.004434738,0.6838826,0.004529896,0.004410414,0.30274236
12451676,146,9,0.0019761613,0.002001462,0.001985613,0.001978723,0.99205804
