DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8
12297500,108,0,0.0013174423,0.0013172135,0.9907793,0.0013174328,0.0013170523,0.0013174409,0.0013175352,0.0013166763
12415118,108,0,0.0016256565,0.098549634,0.8916986,0.0016256563,0.001624292,0.0016248336,0.0016260649,0.0016253315
12417022,108,0,0.0018691133,0.16069855,0.4471957,0.0018682627,0.0018677497,0.0018678142,0.3827633,0.0018695875
12461557,108,0,0.0035791686,0.10095925,0.877582,0.0035760065,0.0035762289,0.0035727504,0.0035759737,0.0035786813
12496124,108,0,0.002453801,0.2719593,0.7133196,0.002454238,0.0024535302,0.0024523502,0.0024537328,0.0024534122
12496132,108,0,0.0012033209,0.0012030551,0.99158037,0.0012025705,0.0012025667,0.0012024372,0.0012029652,0.0012026805
12511612,108,0,0.0011175474,0.0011178604,0.976387,0.001117107,0.0011172096,0.0011172765,0.0011174062,0.01690866
12516859,108,0,0.00260855,0.1433338,0.7626394,0.0026074797,0.0026140725,0.0026058776,0.08098292,0.0026078208
12516860,108,0,0.0025066219,0.0025065406,0.7821881,0.002502296,0.0025031855,0.0025013546,0.0025034484,0.20278844
9149812,109,1,0.22843489,0.6398535,0.0015491893,0.07780882,0.047719713,0.0015444283,0.0015449836,0.0015445766
9187765,109,1,0.41266304,0.46888724,0.003384693,0.10153517,0.0033816502,0.0033836586,0.0033841012,0.0033803983
9666006,109,1,0.9769501,0.0032987986,0.0032916276,0.003291395,0.003290936,0.0032926414,0.0032931452,0.0032913687
9676381,109,1,0.9867209,0.0018981098,0.0018992595,0.0018980475,0.0018952633,0.0018976169,0.0018952021,0.0018955151
9836710,109,1,0.003796207,0.595753,0.003793251,0.0037908915,0.38148388,0.0037954308,0.0037926727,0.0037946699
9889212,109,1,0.5589574,0.43345505,0.0012642413,0.0012647567,0.0012657485,0.0012644714,0.0012645975,0.0012636926
10029323,109,1,0.001215119,0.99149907,0.0012143474,0.0012141252,0.0012143875,0.0012141506,0.001214403,0.0012143698
10084106,109,1,0.0016466884,0.9884775,0.0016457085,0.0016467872,0.0016454922,0.0016463912,0.0016460313,0.0016451946
10224010,109,1,0.45663348,0.0024557724,0.002453773,0.0024535253,0.52864563,0.00245218,0.0024531207,0.0024524997
10419204,109,1,0.8955048,0.0015648351,0.022809377,0.051568344,0.0015656137,0.0015637582,0.023859901,0.001563487
10440566,109,1,0.6131153,0.23999193,0.0021950323,0.13591641,0.0021949403,0.0021955303,0.002196297,0.0021945788
10599890,109,1,0.33618164,0.49515688,0.0016255477,0.1605338,0.0016253843,0.0016259877,0.0016257914,0.0016249423
10620568,109,1,0.59768754,0.25090036,0.0016058261,0.14338815,0.0016038116,0.0016051795,0.001604915,0.0016041837
10652180,109,1,0.61293906,0.001669911,0.001671236,0.09342094,0.28529358,0.0016681235,0.0016683082,0.0016688091
10713370,109,1,0.0015657125,0.29919055,0.0015646302,0.0015649579,0.69141877,0.0015642347,0.0015665146,0.0015645871
10877778,109,1,0.7915233,0.18121321,0.001583854,0.0015857649,0.019341795,0.0015836271,0.001584932,0.0015835273
10966386,109,1,0.42732176,0.002195363,0.0021964067,0.0021960102,0.5595054,0.0021955797,0.002194758,0.0021946218
10966441,109,1,0.77715,0.21111996,0.001954767,0.0019548836,0.0019549055,0.0019554277,0.0019553548,0.0019547208
12144770,109,1,0.84695846,0.0019564393,0.0019552174,0.0019548966,0.1413091,0.001955032,0.0019548289,0.0019560014
12211279,109,1,0.99288034,0.0010180845,0.0010168932,0.0010168107,0.0010173679,0.0010166628,0.0010171599,0.001016745
12218656,109,1,0.41376936,0.42029738,0.0019564957,0.12703641,0.0019547683,0.031073282,0.0019562182,0.0019560943
12374402,109,1,0.74724895,0.0018418806,0.0353903,0.0018396337,0.20815988,0.0018396521,0.0018405222,0.0018391064
12454166,109,1,0.26233336,0.0013461291,0.0013455502,0.0013455936,0.0013462033,0.0013459596,0.72959197,0.0013451845
12495014,109,1,0.9843516,0.002236057,0.0022361083,0.0022366971,0.0022354326,0.0022330713,0.002237158,0.0022338235
7774117,111,2,0.0013168763,0.117826425,0.0013168415,0.0013176873,0.0013164926,0.8742715,0.0013173926,0.0013167467
7856030,111,2,0.0026076327,0.0026057137,0.0026063004,0.4528278,0.00260572,0.5315342,0.0026066366,0.0026059898
7927332,111,2,0.0013919276,0.0013927878,0.0013903375,0.2991731,0.0013904768,0.62105525,0.0013912324,0.072814904
7936296,111,2,0.0025551438,0.26667938,0.0025564865,0.2180291,0.002555187,0.50251466,0.0025554274,0.0025545978
7991124,111,2,0.0017887022,0.0017879531,0.0017872631,0.051443536,0.001786941,0.8125037,0.0017883051,0.12711354
8137126,111,2,0.12860706,0.0020873414,0.038816527,0.002085568,0.0020856832,0.8221439,0.0020877793,0.002086087
8137132,111,2,0.001148289,0.0011495447,0.0011485531,0.0011480902,0.0011494906,0.99195933,0.0011482895,0.0011483971
8618678,111,2,0.002978694,0.0029783302,0.0029785882,0.0029798765,0.0029820895,0.9791472,0.00297782,0.0029774113
8657630,111,2,0.0032912267,0.0032934083,0.003291187,0.003293593,0.0032952747,0.9769528,0.0032921901,0.0032903054
8682199,111,2,0.001317837,0.0013177164,0.0013179848,0.001318131,0.0013169349,0.701442,0.29065213,0.0013172277
8707291,111,2,0.0010607553,0.18854971,0.00106044,0.23100516,0.001060726,0.57514197,0.001060923,0.0010603475
8797471,111,2,0.0018947197,0.0018945358,0.0018948853,0.0018975496,0.0018945416,0.9867326,0.0018958987,0.0018952957
8797472,111,2,0.002234917,0.0022344892,0.0022345507,0.13636826,0.0022401016,0.8502189,0.002234785,0.0022339702
8841969,111,2,0.0017387721,0.0017385005,0.0017383853,0.28762642,0.0017384293,0.7019439,0.0017380262,0.0017375683
8937783,111,2,0.0015254901,0.0015250425,0.0015251422,0.0015265262,0.0015267312,0.9893193,0.00152648,0.001525251
9263413,111,2,0.0054387,0.0054393383,0.005441485,0.47820723,0.005436694,0.48916125,0.005437862,0.005437467
9629853,111,2,0.0027790428,0.0027791914,0.0317356,0.25734332,0.0027822272,0.69701946,0.0027812284,0.002779977
9681800,111,2,0.0016249145,0.001625478,0.0016246106,0.0016265141,0.0016265454,0.69610786,0.00162563,0.29413852
9864731,111,2,0.001713348,0.0017136672,0.0017131245,0.0017145644,0.0017149616,0.9880018,0.0017152,0.0017132618
10360778,111,2,0.0033812337,0.003379685,0.0033796642,0.003384521,0.0033795738,0.9001132,0.003380875,0.07960117
10932276,111,2,0.0011272838,0.001126864,0.001127729,0.0011278521,0.0011273721,0.99210715,0.0011281619,0.0011274765
12222676,111,2,0.0018677249,0.37505108,0.0018689185,0.0018689263,0.0018671905,0.6137407,0.001867314,0.0018681821
12420099,111,2,0.0016455748,0.0016456048,0.0016456421,0.0016472217,0.0016453335,0.98847765,0.0016474475,0.0016455178
12464332,111,2,0.0020868548,0.0020870904,0.0020865647,0.18725759,0.0020859856,0.8002248,0.0020859484,0.0020852187
8522331,114,3,0.0013035673,0.0013034436,0.001303194,0.9908749,0.0013045153,0.0013034723,0.001303219,0.001303878
8537055,114,3,0.19314775,0.0016701316,0.08137113,0.6269853,0.091819815,0.0016678369,0.0016686282,0.0016694589
8566954,114,3,0.0030541697,0.0030523299,0.0030513261,0.9786344,0.00305064,0.0030530673,0.0030533783,0.003050629
8616874,114,3,0.15253377,0.0013052187,0.17282933,0.3311831,0.20999315,0.0013039372,0.12954716,0.001304307
9012588,114,3,0.0015645387,0.0015635312,0.0015642672,0.9890496,0.001565785,0.0015640879,0.0015632671,0.0015648691
9156280,114,3,0.001240137,0.0012400069,0.0012403096,0.99132097,0.0012413611,0.0012388524,0.0012387031,0.0012397128
9196022,114,3,0.46182203,0.0023628613,0.0023658269,0.26240116,0.0023604843,0.26396513,0.0023611258,0.0023614375
9220497,114,3,0.4987908,0.0011918648,0.0011932869,0.4940548,0.0011927885,0.0011916495,0.0011917725,0.0011930853
9276697,114,3,0.0012401466,0.0012386919,0.0012394377,0.9913238,0.0012394538,0.0012392318,0.0012391452,0.0012399724
9399850,114,3,0.23443641,0.0073865345,0.0073590395,0.72136986,0.007360886,0.007366655,0.007360546,0.0073600304
9536987,114,3,0.09965576,0.0014069184,0.0014080832,0.76425767,0.0014060197,0.0014062132,0.0014060907,0.1290533
9566701,114,3,0.14065014,0.001840021,0.0018402892,0.75276226,0.0018404165,0.09738588,0.0018406736,0.001840291
9585611,114,3,0.17307855,0.0012520588,0.0012521008,0.81940687,0.0012534645,0.0012537368,0.0012515232,0.0012517659
10213492,114,3,0.24368905,0.0012644974,0.0012648753,0.70151013,0.0012655844,0.048476942,0.0012642832,0.0012646994
10339655,114,3,0.0024074854,0.0024063215,0.0024059305,0.24551545,0.002407859,0.0024046146,0.0024058043,0.74004656
10502323,114,3,0.24046654,0.0011270245,0.0011273914,0.7527682,0.0011282478,0.0011273518,0.0011277511,0.0011274425
10526234,114,3,0.17777036,0.11398002,0.3619097,0.3387517,0.0018975271,0.0018976481,0.0018957924,0.0018972155
10717531,114,3,0.27315962,0.001765043,0.16114421,0.4456343,0.001761566,0.11300886,0.0017622822,0.0017640889
10851078,114,3,0.64400816,0.0017881524,0.0017884063,0.34525993,0.001788623,0.0017887917,0.0017895603,0.0017883665
10920985,114,3,0.0019555006,0.001955409,0.0019538552,0.68381566,0.2509627,0.055448227,0.0019543935,0.0019543383
10921028,114,3,0.1279414,0.001159101,0.0011583337,0.8111266,0.038255084,0.018040864,0.0011590194,0.001159609
10936679,114,3,0.002051838,0.00205087,0.0020505318,0.9129221,0.0020550916,0.07476694,0.0020511488,0.002051511
11040191,114,3,0.60166216,0.0013310263,0.0013322904,0.26247942,0.0013330724,0.12919477,0.001332979,0.0013342407
12059991,114,3,0.50022227,0.0024535328,0.30733296,0.18017898,0.0024524902,0.0024529914,0.0024523542,0.0024544564
7529048,116,4,0.96349335,0.005212224,0.0052120825,0.005226585,0.005214699,0.0052155866,0.0052101524,0.005215326
8607861,116,4,0.8555345,0.13235672,0.0020179453,0.0020172622,0.0020195486,0.0020176328,0.0020173183,0.0020191376
8665514,116,4,0.99087626,0.0013036204,0.0013037326,0.0013031135,0.0013036679,0.0013025873,0.0013030823,0.00130388
8692980,116,4,0.9899273,0.0014384659,0.0014383823,0.0014377814,0.0014399884,0.0014375607,0.0014387665,0.0014417152
8710868,116,4,0.64929044,0.07424323,0.04183644,0.0016461988,0.0016470246,0.0016501547,0.0016462051,0.22804032
9056422,116,4,0.78159034,0.0012522135,0.001252328,0.0012510631,0.0012519965,0.0012514971,0.21089739,0.0012532168
9205064,116,4,0.77978253,0.0011499072,0.2133254,0.0011481458,0.0011477892,0.0011477264,0.0011484982,0.0011500481
9342439,116,4,0.9893162,0.0015259533,0.0015256976,0.0015261741,0.0015278576,0.001525119,0.0015265245,0.0015265122
9394418,116,4,0.67086285,0.0012514627,0.0012521899,0.001252577,0.32162496,0.0012520484,0.0012519088,0.0012519872
9413807,116,4,0.99203616,0.0011378818,0.0011372023,0.0011385034,0.0011378403,0.0011376851,0.0011372186,0.001137534
9516080,116,4,0.99210554,0.0011269872,0.0011282865,0.0011274123,0.0011294684,0.0011268782,0.0011270267,0.0011283921
9545345,116,4,0.7371505,0.16256428,0.001304358,0.0013032238,0.021821234,0.0013048534,0.016864132,0.057687365
9699666,116,4,0.76700926,0.0013451469,0.0013458036,0.0013454492,0.2249176,0.0013452142,0.0013450586,0.001346457
9766646,116,4,0.8104229,0.18030795,0.0015450523,0.0015441711,0.001545225,0.0015444092,0.0015448243,0.0015454391
9815941,116,4,0.9884775,0.0016457986,0.0016465245,0.0016459317,0.0016456917,0.001645712,0.0016459484,0.0016468817
10026153,116,4,0.9869211,0.0018683532,0.0018707521,0.0018672982,0.0018680505,0.0018675503,0.0018677806,0.0018692388
10435587,116,4,0.90182406,0.0016685241,0.0016686163,0.05498231,0.0016693074,0.0016679405,0.0016688659,0.03485036
10669726,116,4,0.5521554,0.40962034,0.03220653,0.0012030774,0.0012037214,0.0012029258,0.0012036435,0.0012042313
10674396,116,4,0.33250356,0.589822,0.074057154,0.0007231489,0.00072386424,0.0007230012,0.00072309806,0.0007240754
10766344,116,4,0.9906806,0.0013311183,0.0013312227,0.0013308576,0.0013328458,0.0013306715,0.0013314186,0.0013312424
10791772,116,4,0.84996164,0.0012530582,0.14252678,0.0012514502,0.001252297,0.0012515003,0.0012515464,0.0012517333
10851068,116,4,0.9121434,0.0021236648,0.0021215572,0.0021221016,0.0021222697,0.0021223119,0.002122154,0.07512254
11005099,116,4,0.66948587,0.048676156,0.0016481243,0.0016471329,0.121736184,0.0016461889,0.0016471688,0.15351325
12374697,116,4,0.96263266,0.0013902226,0.0013909433,0.0013905292,0.0013922795,0.0013898533,0.0013901022,0.029023381
7585009,117,5,0.0015076546,0.1573764,0.001508107,0.21907158,0.0015070911,0.0015079913,0.61601394,0.0015072701
7696609,117,5,0.001955326,0.023168888,0.001955915,0.8093586,0.0019563779,0.0019573718,0.15769301,0.0019545043
7847069,117,5,0.0016032611,0.0016032774,0.0016035666,0.001603431,0.0016036936,0.0016038169,0.98877555,0.0016034325
8058160,117,5,0.0020514084,0.0020506156,0.0020505525,0.9856386,0.0020527267,0.002050692,0.0020540887,0.0020512636
8309588,117,5,0.0021585012,0.0021576795,0.0021567333,0.98489714,0.002156729,0.0021574798,0.002159186,0.0021565626
8740984,117,5,0.0016466455,0.09982773,0.0016455422,0.7077871,0.0016474468,0.0016479593,0.18415202,0.0016455384
8826994,117,5,0.06102631,0.028699026,0.0011079885,0.4552791,0.0011092683,0.1473263,0.3043448,0.0011072329
9129722,117,5,0.0012650987,0.0012639528,0.1054995,0.51135737,0.001265279,0.0012641468,0.37682098,0.0012635869
9218507,117,5,0.0013315728,0.0013312534,0.001331436,0.0013308153,0.00133133,0.0013307002,0.99068093,0.0013319366
9265639,117,5,0.00097073894,0.00097115093,0.34130695,0.17341277,0.09282797,0.00097061665,0.38856977,0.00097005523
9369084,117,5,0.00073646277,0.00073593174,0.070353195,0.9252275,0.0007369553,0.0007365636,0.0007369136,0.0007365065
9436725,117,5,0.0011807721,0.04271139,0.0011805085,0.30210334,0.060917817,0.0011806189,0.5895456,0.0011799554
9470136,117,5,0.0036794192,0.0036778164,0.0036784864,0.86852115,0.0036780802,0.0036795551,0.10940798,0.0036774736
9700658,117,5,0.0015451298,0.0015452554,0.32752603,0.6631988,0.0015447085,0.0015463728,0.0015469115,0.0015466587
9721442,117,5,0.0019572787,0.0019550808,0.0019547828,0.0019564363,0.0019576328,0.0019560894,0.98630744,0.0019552417
9876967,117,5,0.0021226476,0.0021212816,0.10247629,0.76745814,0.0021207316,0.0021211696,0.11945927,0.0021205503
10431657,117,5,0.0021966754,0.0021979595,0.0021980384,0.8277143,0.0021956624,0.0021979967,0.15910235,0.0021969965
10507547,117,5,0.0014388367,0.0014384782,0.0014383463,0.0014383541,0.0014395516,0.0014378232,0.98993033,0.0014382701
10559556,117,5,0.002719958,0.0027228317,0.0027209395,0.5203837,0.0027230682,0.002723531,0.46328682,0.0027191709
10679292,117,5,0.0024066232,0.00240681,0.0024074367,0.00240669,0.0024081506,0.002408066,0.9831502,0.0024059995
10935434,117,5,0.0012895177,0.0012895638,0.0012896319,0.0012902948,0.0012905783,0.0012905654,0.9909702,0.0012896744
10936886,117,5,0.0029856532,0.031082325,0.09793561,0.002978733,0.0029802064,0.06696703,0.79209125,0.0029791398
11860878,117,5,0.0014231264,0.0014227324,0.0014212129,0.7293061,0.0014220495,0.0014222953,0.26216045,0.0014220213
12419536,117,5,0.0016251238,0.0016257312,0.0016248196,0.0016249161,0.0016242804,0.0016245377,0.9886252,0.001625311
7587891,120,6,0.4378007,0.0017880803,0.0017867433,0.20797013,0.34529042,0.0017883362,0.0017879676,0.0017875506
7907945,120,6,0.0010520362,0.0010508868,0.0010516333,0.0010512021,0.9926408,0.0010508568,0.0010510568,0.0010515709
8058309,120,6,0.12308611,0.15727296,0.0016058133,0.0016038951,0.12664503,0.0016036704,0.26946458,0.31871796
8293386,120,6,0.325739,0.0019244027,0.0019240968,0.054671086,0.6099631,0.0019266973,0.0019270475,0.0019246695
8521452,120,6,0.26515436,0.0017402302,0.0017385198,0.0017378815,0.7244159,0.0017370314,0.001738222,0.0017377972
8569178,120,6,0.4069685,0.0012269021,0.0012266409,0.0012280168,0.49106008,0.095835425,0.0012271419,0.0012273146
8618340,120,6,0.4977593,0.0016475811,0.0016483363,0.0016471166,0.4923533,0.0016473905,0.0016468862,0.0016501625
8697991,120,6,0.18511163,0.0017627039,0.001761955,0.0017626671,0.80430937,0.0017653606,0.0017645092,0.0017618416
8924224,120,6,0.0015830076,0.0015827797,0.0015826912,0.0015828727,0.98891914,0.0015831925,0.0015828982,0.0015833982
9094461,120,6,0.7294671,0.0023659882,0.0023617048,0.0023615116,0.19915788,0.0023606163,0.0023643235,0.0595609
9194030,120,6,0.0011913031,0.0011911533,0.0011908807,0.001191156,0.99166197,0.0011910959,0.0011914701,0.0011909653
9291431,120,6,0.18493742,0.110981114,0.0019289502,0.0019255744,0.6944503,0.0019245351,0.0019266244,0.0019255176
9594287,120,6,0.17380862,0.0018950689,0.0018954058,0.0018951136,0.8148184,0.0018948255,0.0018966111,0.0018959208
9798412,120,6,0.0029140702,0.002909089,0.0029092133,0.18590203,0.7966368,0.0029087104,0.0029102894,0.0029098028
9925751,120,6,0.0014229785,0.0014219733,0.0014219384,0.0014214327,0.0014233169,0.0014216464,0.0014215457,0.99004513
10036998,120,6,0.0019574182,0.25821468,0.0019551222,0.0019559679,0.730049,0.001955618,0.0019565963,0.001955582
10332871,120,6,0.8574219,0.0015258848,0.0015270208,0.0015257294,0.13341925,0.0015262007,0.001527085,0.0015269178
10403689,120,6,0.08789478,0.0014215338,0.0014210953,0.0014232133,0.90357226,0.001421756,0.0014223487,0.001423049
10631462,120,6,0.0010426826,0.0010428384,0.0010426483,0.0010429373,0.95255804,0.041184235,0.0010433473,0.0010432468
10794547,120,6,0.44585004,0.0011084075,0.0011084591,0.0011089513,0.54749733,0.0011093238,0.0011092516,0.0011082292
10837140,120,6,0.12808995,0.0026080105,0.3855871,0.0026095693,0.0026131957,0.002608778,0.24090576,0.23497766
10872665,120,6,0.0009930631,0.0009928459,0.0009927963,0.000992811,0.99304956,0.0009930889,0.0009927853,0.0009930514
10923484,120,6,0.0016468706,0.0016461936,0.0016455434,0.0016461769,0.9884776,0.0016452761,0.0016462641,0.0016460173
10928103,120,6,0.6009529,0.0022379598,0.0022360221,0.002234284,0.0022386904,0.002236043,0.18193194,0.20593208
8524262,126,7,0.0018434692,0.0018405113,0.27910066,0.0018406479,0.0018401959,0.0018390367,0.0018403122,0.7098552
9190890,126,7,0.0017621708,0.0017614602,0.0017622855,0.0017617593,0.0017626296,0.0017613578,0.0017619737,0.98766637
9485488,126,7,0.0040407064,0.0040345117,0.0040363395,0.004035597,0.004035629,0.0040344563,0.70698816,0.26879457
9625811,126,7,0.11690422,0.0018966286,0.23000132,0.0018959339,0.0018974551,0.0018965717,0.121103734,0.52440417
9679979,126,7,0.0014909414,0.0014896531,0.0014895704,0.0014928759,0.0014895736,0.0014908139,0.49974036,0.4913162
10065149,126,7,0.34931692,0.0023606285,0.002364482,0.0023614531,0.002363295,0.19387628,0.002362241,0.4449947
10200459,126,7,0.18855363,0.0018689878,0.0018691211,0.001866648,0.35511133,0.0018666214,0.0018678178,0.4469959
10334192,126,7,0.22931151,0.0016260031,0.0016270473,0.0016255493,0.0016251088,0.15138333,0.0016253085,0.61117613
10340750,126,7,0.15434882,0.0011694889,0.36704284,0.0011697498,0.047828667,0.0011698923,0.10503501,0.3222356
10354018,126,7,0.0021209456,0.0021203347,0.0021206879,0.0021196813,0.0021212194,0.0021194965,0.0021197242,0.9851579
10557106,126,7,0.38796276,0.0021207333,0.21012141,0.0021198755,0.0021216362,0.002120426,0.0021208776,0.3913123
10572598,126,7,0.0021578139,0.0021565943,0.0021568958,0.0021583424,0.0021570902,0.0021582278,0.0021564914,0.9848985
10632361,126,7,0.14004175,0.0013765168,0.31161642,0.0013750814,0.0013753412,0.10628269,0.001375596,0.4365566
10637429,126,7,0.002665952,0.0026621697,0.31156996,0.3903012,0.0026633337,0.0026626894,0.0026619888,0.28481266
10692252,126,7,0.49642393,0.0014397964,0.0014385518,0.11081832,0.20264626,0.0014400136,0.001439267,0.18435395
10698490,126,7,0.20069614,0.43459004,0.0012518427,0.0012513538,0.0012522356,0.0012507621,0.0012513482,0.35845628
10726978,126,7,0.0016044361,0.0016040461,0.001604114,0.0016039864,0.0016040949,0.001603683,0.0016041279,0.9887715
10741712,126,7,0.0024552792,0.0024524722,0.0024532105,0.0024526834,0.0024542774,0.0024523155,0.0024525237,0.98282725
10828889,126,7,0.41816095,0.0018969706,0.31803218,0.0018971476,0.0018985424,0.0018954464,0.0018968579,0.2543219
10933063,126,7,0.39157176,0.0018399066,0.0018393922,0.07958294,0.0018416342,0.001839909,0.0018399885,0.51964444
10935482,126,7,0.0021598134,0.220901,0.002157378,0.0021576637,0.13428243,0.0021581296,0.0021581796,0.63402534
10953306,126,7,0.7032198,0.0032086284,0.0032111171,0.00321307,0.0032108114,0.0032128668,0.0032104522,0.27751327
11020858,126,7,0.46148998,0.0013908881,0.0013910937,0.0013928922,0.3563279,0.0013909098,0.0013899638,0.17522636
11044365,126,7,0.0013039921,0.0013039375,0.001303547,0.0013027895,0.5612179,0.0013034182,0.0013037231,0.43096069
8790332,142,8,0.0011924091,0.0011915147,0.9682,0.0011911738,0.0011928714,0.0011913367,0.024648888,0.0011918397
8875075,142,8,0.27697507,0.0011185427,0.6878585,0.0011169792,0.0011182015,0.02957725,0.0011174335,0.0011180618
8903350,142,8,0.0018142364,0.0018132007,0.98730165,0.0018130838,0.0018169467,0.0018131164,0.0018140116,0.0018137507
8906419,142,8,0.0017631581,0.0017622733,0.9876615,0.0017617905,0.0017633894,0.0017617798,0.001762018,0.0017641396
8946241,142,8,0.0017624988,0.0017625554,0.987659,0.0017651285,0.0017626054,0.0017636938,0.0017626858,0.001761892
9119087,142,8,0.0029138997,0.0029133994,0.30827808,0.002908388,0.0029096066,0.002907889,0.67425454,0.0029142206
9205942,142,8,0.0015636889,0.0015655042,0.98905027,0.0015654283,0.001562997,0.001564856,0.0015633639,0.0015638708
9302262,142,8,0.0027201963,0.0027245737,0.6287143,0.23189014,0.0027193788,0.12579145,0.0027203294,0.0027195548
9334287,142,8,0.0008343334,0.0008342933,0.994161,0.00083411415,0.00083389273,0.00083375414,0.000834078,0.00083448185
9508065,142,8,0.18314,0.26657522,0.31669435,0.0024557277,0.0024544192,0.22377385,0.002453512,0.0024528601
9733569,142,8,0.0023190784,0.0023171145,0.98376846,0.002317062,0.0023242403,0.0023162717,0.0023162141,0.0023215548
9767138,142,8,0.23943931,0.0018954435,0.74918294,0.0018965325,0.001896724,0.0018961516,0.0018960462,0.0018969132
9847242,142,8,0.001118309,0.0011184512,0.76871634,0.001118293,0.0011174456,0.13763379,0.08805992,0.0011174794
10349094,142,8,0.39842874,0.0010343933,0.57976836,0.0010349357,0.0010353645,0.0010349362,0.016628377,0.0010348511
10354479,142,8,0.025222234,0.0014903864,0.84798944,0.0014907138,0.0014902276,0.0014902055,0.0014909789,0.119335726
10395791,142,8,0.1332871,0.0024060667,0.8522769,0.0024060747,0.0024057464,0.0024060751,0.002405726,0.0024062647
10475061,142,8,0.38314366,0.0010985504,0.5098363,0.001098861,0.0010978258,0.10152825,0.0010980136,0.0010984595
10518503,142,8,0.0013041398,0.0013043077,0.99086857,0.001304496,0.001304016,0.0013068065,0.0013041554,0.0013034946
10564872,142,8,0.05209512,0.066467084,0.8213468,0.05419858,0.0014728933,0.0014729402,0.0014728307,0.0014737241
10753513,142,8,0.0022762753,0.0022740797,0.95206606,0.002274965,0.0022753514,0.002274647,0.0022747146,0.034283914
10804186,142,8,0.0013038587,0.0013032018,0.9908742,0.001303856,0.0013030501,0.0013034528,0.0013054867,0.0013029932
10842302,142,8,0.0025046174,0.0025030281,0.9824735,0.0025022023,0.0025043108,0.002501559,0.002503101,0.0025077276
10906459,142,8,0.17534138,0.0015080647,0.6938283,0.0015095033,0.0015086164,0.0015091444,0.123287044,0.0015079674
12455636,142,8,0.0018971971,0.0018948496,0.93393445,0.0018957579,0.033908132,0.0018957193,0.001896198,0.022677768
8733303,146,9,0.0035742943,0.0035753625,0.043406468,0.93514645,0.0035740468,0.0035753106,0.003574117,0.0035739148
8766720,146,9,0.0019854996,0.9860971,0.001985748,0.0019871718,0.001985409,0.0019879357,0.001985941,0.0019851958
9172170,146,9,0.001088339,0.0010881035,0.001088468,0.8612873,0.0010877938,0.13218404,0.0010882575,0.0010878057
9189043,146,9,0.0014387332,0.0014396181,0.0014378175,0.3224908,0.0014396278,0.25464746,0.41566738,0.001438536
9224802,146,9,0.033997994,0.55964243,0.0026080913,0.14721483,0.20880198,0.042520106,0.002608375,0.0026061593
9368568,146,9,0.117103755,0.002979634,0.0029779365,0.8650154,0.0029793803,0.002982148,0.0029814034,0.002980455
9384602,146,9,0.0010972263,0.0010976318,0.0010968511,0.9923185,0.0010975663,0.001098131,0.0010972628,0.0010967803
9414118,146,9,0.0026636887,0.29390842,0.0026627514,0.43587157,0.0026624217,0.0026655423,0.18581231,0.07375327
9546792,146,9,0.00245462,0.0024560674,0.0024556217,0.5363358,0.002458583,0.0024564778,0.44892493,0.002457925
9622000,146,9,0.0029811566,0.09101559,0.002979208,0.8910973,0.0029815447,0.002982528,0.0029824215,0.0029802455
9652956,146,9,0.0011169849,0.9921786,0.0011170679,0.00111766,0.0011174778,0.0011178667,0.0011172792,0.001117021
9746908,146,9,0.0012775819,0.35681188,0.14296976,0.17791155,0.0012765295,0.02216072,0.29631436,0.0012776894
