DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3
8682199,111,2,0.0036634328,0.9924276,0.0039089923
8707291,111,2,0.0031958637,0.99364555,0.0031585621
8797471,111,2,0.0052380012,0.9896955,0.005066467
8797472,111,2,0.0063765547,0.9867358,0.0068875994
8841969,111,2,0.0051878192,0.9895948,0.005217371
8937783,111,2,0.004036161,0.99195635,0.004007548
9128415,111,2,0.0029912584,0.9940924,0.0029163444
9239743,111,2,0.0056571877,0.9883024,0.0060403836
9263413,111,2,0.014893887,0.97013503,0.014971044
9681800,111,2,0.0053287884,0.98948264,0.005188566
9789072,111,2,0.0038847947,0.99238664,0.0037285527
9864731,111,2,0.0049013295,0.9903445,0.004754175
10360778,111,2,0.009400701,0.98119843,0.009400877
10412591,111,2,0.0046060625,0.99021864,0.005175332
10932276,111,2,0.0032768573,0.99347156,0.00325156
12222676,111,2,0.0052431445,0.98936635,0.005390489
12420099,111,2,0.0047984943,0.9905102,0.0046912488
12464332,111,2,0.0066226204,0.9868665,0.0065109176
7866403,114,3,0.8948768,0.10034059,0.004782604
7903889,114,3,0.5721808,0.42067993,0.0071392334
8111410,114,3,0.99076045,0.0047311676,0.004508339
8118461,114,3,0.576996,0.41898018,0.004023777
8522331,114,3,0.674716,0.3215034,0.0037805445
8566954,114,3,0.7612834,0.23015523,0.008561437
8616874,114,3,0.4483776,0.0041524954,0.54746985
9140167,114,3,0.9878559,0.0064448565,0.005699285
9156280,114,3,0.7727025,0.0046680826,0.22262938
9196022,114,3,0.7414518,0.007469796,0.25107837
9276697,114,3,0.9921872,0.003778193,0.0040345746
9399850,114,3,0.9533558,0.023960723,0.022683483
9536987,114,3,0.6279925,0.0045511397,0.36745638
9566701,114,3,0.9886734,0.005662335,0.0056642033
9585611,114,3,0.6663321,0.32975402,0.003913836
9869603,114,3,0.99319637,0.003580365,0.003223226
10213492,114,3,0.85486984,0.04406568,0.10106451
10502323,114,3,0.9936509,0.003233992,0.0031150633
10717531,114,3,0.5327915,0.08836373,0.3788448
10920985,114,3,0.93948907,0.006848941,0.053662002
10921028,114,3,0.99259037,0.0038887681,0.003520924
10936679,114,3,0.987339,0.006597656,0.0060633416
11040191,114,3,0.4170035,0.23080765,0.35218883
12059991,114,3,0.67713344,0.0073975045,0.31546912
8286193,116,4,0.09896838,0.0061907456,0.8948409
8607861,116,4,0.008031417,0.0058527626,0.9861158
8692980,116,4,0.0044139866,0.0043871915,0.9911988
8710868,116,4,0.0054103388,0.0052539683,0.9893357
9056422,116,4,0.0038791795,0.0053325393,0.9907883
9205064,116,4,0.0035065268,0.003407689,0.9930858
9342439,116,4,0.41109723,0.004428846,0.5844739
9394418,116,4,0.47873363,0.0038783217,0.517388
9413807,116,4,0.60406077,0.0031898504,0.39274937
9516080,116,4,0.0033465656,0.0033420871,0.99331135
9545345,116,4,0.0036750005,0.0036950374,0.99262995
9699666,116,4,0.0039045354,0.0039639235,0.99213153
9766646,116,4,0.004585928,0.004534068,0.99087995
9815544,116,4,0.0029904193,0.0030050394,0.99400455
10026153,116,4,0.13750327,0.0052375603,0.85725915
10401676,116,4,0.15862507,0.004188124,0.8371868
10430101,116,4,0.28549007,0.003359898,0.71115005
10435587,116,4,0.18857558,0.0050871773,0.8063372
10438568,116,4,0.09510934,0.0060931044,0.8987975
10459850,116,4,0.25474933,0.003755038,0.74149567
10669726,116,4,0.003615337,0.0036980845,0.99268657
10674396,116,4,0.0021135022,0.0020979694,0.9957886
10851068,116,4,0.0066993083,0.05627292,0.9370278
12374697,116,4,0.022824442,0.0040684408,0.9731071
7585009,117,5,0.0043619764,0.9910801,0.0045578675
7696609,117,5,0.005262272,0.989252,0.0054856893
7847069,117,5,0.003947344,0.9918665,0.004186183
8058160,117,5,0.0059232563,0.988071,0.0060057784
8075646,117,5,0.005504484,0.98903,0.0054655815
8740984,117,5,0.0046015442,0.9908,0.0045984164
8826994,117,5,0.004503199,0.99219525,0.0033015478
8859062,117,5,0.0029936698,0.9939083,0.003098056
9017530,117,5,0.006422986,0.9867963,0.006780727
9067471,117,5,0.0057706498,0.8495731,0.14465627
9129722,117,5,0.0036472636,0.9480931,0.048259642
9218507,117,5,0.03173812,0.62532294,0.342939
9265639,117,5,0.0035455155,0.6774738,0.31898075
9369084,117,5,0.0021598039,0.9956898,0.002150381
9470136,117,5,0.010057704,0.97956896,0.010373294
9700658,117,5,0.0045212493,0.84304655,0.15243226
10027417,117,5,0.032203216,0.7816762,0.18612066
10213152,117,5,0.1352999,0.8603997,0.004300295
10431657,117,5,0.008326749,0.8180649,0.17360829
10507547,117,5,0.21315373,0.7636239,0.023222346
10559556,117,5,0.007863353,0.9839384,0.008198299
10679292,117,5,0.0074693174,0.98386234,0.008668361
10935434,117,5,0.0034153936,0.9931139,0.0034707016
11860878,117,5,0.20417821,0.79157895,0.004242826
7587891,120,6,0.48078975,0.0630134,0.45619684
7805557,120,6,0.0050801085,0.005141056,0.9897789
7928630,120,6,0.005235258,0.06660175,0.928163
8058309,120,6,0.004943913,0.0049235197,0.9901326
8293386,120,6,0.073304154,0.050517447,0.8761784
8521452,120,6,0.005269897,0.0050576823,0.9896724
8569178,120,6,0.004553227,0.15166067,0.8437861
8618340,120,6,0.2776303,0.005253206,0.7171165
8697991,120,6,0.004897208,0.0048725586,0.99023026
8924224,120,6,0.004570727,0.03174591,0.96368337
8956779,120,6,0.3005311,0.17849524,0.5209737
9094461,120,6,0.26580283,0.006727669,0.7274695
9291431,120,6,0.0066487333,0.005858713,0.9874925
9570214,120,6,0.0037458248,0.003593099,0.99266106
9594287,120,6,0.0059792013,0.0056262254,0.9883946
9658316,120,6,0.006422646,0.005868339,0.98770905
9798412,120,6,0.1310192,0.00889641,0.8600844
9925751,120,6,0.004113349,0.003976459,0.9919102
10399167,120,6,0.004067851,0.3491248,0.6468074
10403689,120,6,0.004053176,0.0040757786,0.991871
10631462,120,6,0.0032347853,0.098803505,0.89796174
10794547,120,6,0.0033263632,0.004448352,0.9922253
10837140,120,6,0.007512228,0.008386023,0.9841018
10923484,120,6,0.08879951,0.005593272,0.9056073
8524262,126,7,0.0055675358,0.020672191,0.97376025
9190890,126,7,0.005144326,0.005066828,0.9897889
9485488,126,7,0.73267376,0.13608165,0.13124456
9625811,126,7,0.0054644165,0.005184118,0.9893515
9679979,126,7,0.44927356,0.0055644205,0.545162
10065149,126,7,0.0068709687,0.0066440115,0.986485
10195885,126,7,0.0030647567,0.0027887304,0.9941465
10200459,126,7,0.005239811,0.0052405987,0.9895196
10334192,126,7,0.4327108,0.0044653453,0.5628239
10340750,126,7,0.0036289932,0.12887342,0.8674976
10354018,126,7,0.565138,0.006023766,0.42883828
10410876,126,7,0.3104219,0.004656138,0.684922
10557106,126,7,0.00633582,0.0060020643,0.9876621
10618704,126,7,0.40330055,0.0048372676,0.59186214
10637429,126,7,0.14458852,0.31897494,0.53643656
10726978,126,7,0.34564278,0.0059922477,0.64836496
10741712,126,7,0.0075859036,0.007151086,0.985263
10786798,126,7,0.006083282,0.0060540936,0.98786265
10870973,126,7,0.3612346,0.33424005,0.3045254
10918445,126,7,0.266725,0.009821481,0.7234536
10933063,126,7,0.5143517,0.005402229,0.48024607
10935482,126,7,0.21977389,0.006914033,0.7733121
10953306,126,7,0.009774376,0.1496344,0.8405912
11044365,126,7,0.0038627647,0.003800957,0.9923363
8790332,142,8,0.0038419194,0.00410143,0.99205667
8875075,142,8,0.072373755,0.062734835,0.8648914
8903350,142,8,0.005202257,0.45552394,0.53927386
8946241,142,8,0.0050238627,0.34452084,0.6504553
9119087,142,8,0.009353381,0.009359106,0.98128754
9334287,142,8,0.010037288,0.3379938,0.6519689
9508065,142,8,0.26842257,0.33458015,0.39699727
9545534,142,8,0.0047074403,0.10973337,0.8855592
9630065,142,8,0.006083582,0.7462946,0.2476218
9733569,142,8,0.09006616,0.26715094,0.642783
9767138,142,8,0.0063799205,0.0069955275,0.98662454
9847242,142,8,0.20204313,0.05161689,0.74634
10349094,142,8,0.0034163536,0.19976826,0.7968154
10354479,142,8,0.004643621,0.53492343,0.460433
10364424,142,8,0.008074755,0.008353507,0.9835717
10475061,142,8,0.13737877,0.22080524,0.641816
10518503,142,8,0.0038662641,0.47490728,0.52122647
10564872,142,8,0.004207839,0.30581176,0.68998045
10769242,142,8,0.0045449105,0.004757188,0.9906979
10804186,142,8,0.0038923568,0.35202563,0.644082
10822271,142,8,0.008058007,0.25547707,0.7364649
10842302,142,8,0.0074399854,0.009729159,0.9828309
10899793,142,8,0.0075824084,0.7485979,0.24381971
10906459,142,8,0.0050861244,0.2217257,0.7731882
8733303,146,9,0.01117559,0.9778534,0.0109710265
8766720,146,9,0.006336431,0.68134177,0.31232184
9172170,146,9,0.05178626,0.94502085,0.0031928597
9189043,146,9,0.0044345353,0.9913794,0.004186084
9189920,146,9,0.006218225,0.9875363,0.0062454226
9224802,146,9,0.0071671745,0.7060208,0.28681204
9368568,146,9,0.009274818,0.98216605,0.008559178
9414118,146,9,0.08663134,0.90397185,0.0093968585
9521418,146,9,0.005419365,0.855562,0.13901864
9546792,146,9,0.0070715286,0.9855037,0.00742481
9595861,146,9,0.017041212,0.96663857,0.016320234
9622000,146,9,0.009543798,0.98176694,0.008689233
9652956,146,9,0.0036278516,0.5346798,0.46169233
9737546,146,9,0.0035642497,0.9928984,0.0035373482
10037474,146,9,0.006413956,0.7549632,0.23862283
10090481,146,9,0.0063677323,0.98784876,0.0057834676
10337065,146,9,0.0078289285,0.9830174,0.009153633
10430510,146,9,0.007851694,0.27415234,0.717996
10468510,146,9,0.0042555286,0.9916816,0.004062876
10587643,146,9,0.08995999,0.44638792,0.46365213
10607841,146,9,0.0066105784,0.7040483,0.28934115
10754226,146,9,0.005838695,0.7709382,0.22322306
10783295,146,9,0.008113077,0.8824199,0.10946698
12451676,146,9,0.003465207,0.9930564,0.0034783415
