DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
8841969,111,2,0.0019893346,0.0019914582,0.0019894743,0.2730879,0.0019897171,0.7169633,0.001988854
8937783,111,2,0.0017447626,0.0017448181,0.0017441473,0.001746298,0.0017475337,0.9895242,0.001748225
9263413,111,2,0.0062184082,0.006223947,0.0062301243,0.41926897,0.006220254,0.54961973,0.006218589
9629853,111,2,0.0031772049,0.0031771671,0.003179237,0.0031863025,0.0031803274,0.98091644,0.0031833337
9681800,111,2,0.001861453,0.2780791,0.001859948,0.0018632263,0.00186776,0.7126031,0.0018654882
9864731,111,2,0.00196005,0.0019619477,0.0019594887,0.0019626124,0.0019624047,0.98822963,0.0019638494
10360778,111,2,0.0038679165,0.003865239,0.0038645454,0.0038707936,0.0038638439,0.9768009,0.0038667675
10932276,111,2,0.001289945,0.0012892608,0.0012916132,0.0012910437,0.0012900878,0.99225676,0.0012912174
12222676,111,2,0.002137644,0.407198,0.0021407164,0.0021396067,0.0021357292,0.582112,0.0021363785
12420099,111,2,0.0018817895,0.0018833885,0.0018821319,0.0018854801,0.0018810678,0.98870033,0.0018857897
12464332,111,2,0.0023895558,0.0023879493,0.0023882966,0.0023905262,0.0023873444,0.985667,0.002389277
8522331,114,3,0.0014928138,0.0014917044,0.0014913387,0.991047,0.001493438,0.0014925917,0.0014910006
8537055,114,3,0.0019146967,0.0019126894,0.13465615,0.74711645,0.11058217,0.00190703,0.0019107765
8566954,114,3,0.0034950324,0.0034931274,0.0034911828,0.97904176,0.0034892606,0.003496254,0.0034933581
8616874,114,3,0.16832708,0.04568418,0.22025527,0.33247635,0.15318051,0.0014937648,0.078582846
9012588,114,3,0.0017930289,0.0017900595,0.0017909558,0.9892553,0.0017921719,0.0017905885,0.0017879246
9156280,114,3,0.0014214375,0.0014203459,0.0014215854,0.99147904,0.0014231877,0.0014175208,0.001416976
9196022,114,3,0.43384826,0.0027107568,0.18481506,0.3705136,0.002700771,0.0027092567,0.002702293
9220497,114,3,0.5234986,0.001363425,0.0013680777,0.4696768,0.0013659985,0.0013634106,0.0013636865
9276697,114,3,0.001423164,0.0014173739,0.0014193997,0.99148476,0.0014184607,0.0014186576,0.0014182345
9399850,114,3,0.29165608,0.008444604,0.008417537,0.6661981,0.008423264,0.008442276,0.00841809
9536987,114,3,0.14260976,0.0016110609,0.21964103,0.6313114,0.0016086661,0.0016090355,0.0016089967
9566701,114,3,0.13064441,0.002105443,0.002106401,0.7783944,0.002106289,0.08253344,0.00210957
9585611,114,3,0.19244452,0.0014340109,0.0014344273,0.8003799,0.0014376834,0.0014367176,0.0014327752
10213492,114,3,0.24962714,0.0014468918,0.0014490349,0.69439054,0.0014510012,0.050188765,0.0014466565
10339655,114,3,0.38315073,0.08556737,0.0027542426,0.22520788,0.29781616,0.0027494957,0.0027542026
10502323,114,3,0.26185402,0.0012901112,0.0012907527,0.73169035,0.0012925294,0.0012904678,0.0012919084
10526234,114,3,0.16637073,0.08951398,0.41249195,0.32510623,0.0021745795,0.0021736352,0.0021688952
10717531,114,3,0.22272085,0.0020242475,0.24421151,0.4388728,0.0020149457,0.08813974,0.0020159103
10851078,114,3,0.6349041,0.0020484063,0.0020490107,0.35484543,0.002051996,0.0020482445,0.0020529612
10920985,114,3,0.002238236,0.0022372175,0.0022339472,0.6756398,0.25220388,0.06321143,0.0022354631
10921028,114,3,0.0785689,0.0013290411,0.001325833,0.809899,0.08368195,0.023868075,0.0013272552
10936679,114,3,0.0023501075,0.0023475622,0.0023456472,0.90248615,0.002354574,0.08576817,0.0023477373
11040191,114,3,0.60481733,0.0015231587,0.0015253176,0.25920665,0.0015271361,0.12987341,0.0015269422
12059991,114,3,0.55622774,0.0028055864,0.30241945,0.13013089,0.002804449,0.0028076284,0.0028042023
7529048,116,4,0.96421593,0.005963452,0.0059616663,0.005970973,0.005966101,0.0059657902,0.0059561427
8607861,116,4,0.9229314,0.06552308,0.0023094986,0.002306891,0.0023130933,0.002308164,0.002307864
8665514,116,4,0.9910528,0.0014918452,0.0014925329,0.0014905357,0.0014924314,0.0014893517,0.0014905536
8692980,116,4,0.9901253,0.0016457622,0.0016462074,0.0016440139,0.0016492468,0.001643606,0.0016458669
8710868,116,4,0.8840252,0.10654318,0.0018911279,0.0018833879,0.0018849905,0.0018886871,0.0018834206
9056422,116,4,0.7946564,0.0014345843,0.0014364594,0.0014313809,0.0014330507,0.0014323511,0.19817568
9205064,116,4,0.77829725,0.0013186015,0.21512873,0.0013130374,0.0013135195,0.0013136483,0.0013152328
9342439,116,4,0.98952436,0.0017448559,0.0017451416,0.0017462656,0.0017492493,0.0017434236,0.0017466571
9394418,116,4,0.6945638,0.001432613,0.001434379,0.0014363927,0.29826358,0.001434356,0.0014349048
9413807,116,4,0.9921827,0.0013026021,0.0013012603,0.0013057681,0.0013030586,0.0013032951,0.0013013234
9516080,116,4,0.9922543,0.0012892208,0.0012930862,0.0012902237,0.0012938144,0.0012896751,0.001289625
9545345,116,4,0.8043594,0.12090134,0.037644103,0.001491101,0.018538117,0.0014989418,0.01556699
9699666,116,4,0.7737297,0.0015385313,0.0015402784,0.0015393535,0.21857464,0.0015391079,0.0015384048
9766646,116,4,0.8644956,0.1266678,0.0017685152,0.0017660359,0.0017685455,0.0017665098,0.0017670214
9815941,116,4,0.98870426,0.0018820546,0.0018844059,0.0018830093,0.0018819136,0.0018818595,0.001882577
10026153,116,4,0.8761784,0.0021376454,0.11313523,0.0021355462,0.0021385655,0.0021366612,0.0021379597
10435587,116,4,0.9304317,0.0019100689,0.0019104381,0.06001813,0.0019108052,0.0019079327,0.0019109171
10669726,116,4,0.6875612,0.27060375,0.036327504,0.0013762533,0.0013780593,0.0013757052,0.0013775429
10674396,116,4,0.52417743,0.21873736,0.25377527,0.00082748977,0.00082833675,0.00082695036,0.0008271212
10766344,116,4,0.9908564,0.001522638,0.0015241161,0.001522393,0.001528197,0.0015222956,0.0015239218
10791772,116,4,0.8749412,0.001437759,0.11789112,0.0014325813,0.0014338442,0.0014313497,0.0014320875
10851068,116,4,0.985413,0.0024353855,0.0024308965,0.0024297233,0.0024315622,0.0024306048,0.0024287996
11005099,116,4,0.83999497,0.0018896,0.10336147,0.0018849602,0.04909877,0.001883736,0.0018863814
12374697,116,4,0.9904505,0.0015901417,0.0015928154,0.0015913715,0.0015952518,0.0015893958,0.0015905238
7585009,117,5,0.0017249335,0.40519583,0.0017250037,0.08816652,0.001723721,0.0017268097,0.49973726
7696609,117,5,0.0022375092,0.029801933,0.0022398224,0.7694653,0.0022369002,0.0022454339,0.19177304
7847069,117,5,0.001833882,0.001834266,0.0018347044,0.0018337643,0.0018345179,0.0018349247,0.98899394
8058160,117,5,0.002347442,0.002348602,0.0023458493,0.985904,0.0023522465,0.0023476148,0.0023542498
8309588,117,5,0.0024724575,0.0024694402,0.002467616,0.98517656,0.0024674826,0.0024709168,0.002475502
8740984,117,5,0.0018828791,0.2649214,0.0018817848,0.5612727,0.0018819536,0.0018864882,0.1662728
8826994,117,5,0.001268313,0.051748753,0.0012668857,0.37500203,0.0012684667,0.15446118,0.41498435
9129722,117,5,0.0014495951,0.018154131,0.07778925,0.46091643,0.0014460746,0.0014480429,0.43879655
9218507,117,5,0.0015254245,0.0015234178,0.001525045,0.0015229121,0.0015243689,0.0015222096,0.9908566
9265639,117,5,0.0011116937,0.0011129357,0.41811234,0.18096659,0.0011145157,0.0011117164,0.3964702
9369084,117,5,0.0008437365,0.00084260636,0.06965953,0.9261208,0.0008440508,0.0008439546,0.0008453976
9436725,117,5,0.0013507186,0.04859542,0.0013519045,0.24842754,0.05819361,0.0013516662,0.6407292
9470136,117,5,0.0042086598,0.004215005,0.0042067147,0.7655478,0.004205339,0.004211368,0.21340515
9700658,117,5,0.0017699245,0.0017703797,0.3153558,0.6757905,0.0017668029,0.00177221,0.0017744112
9721442,117,5,0.0022417612,0.0022375686,0.0022372107,0.0022408494,0.002246374,0.0022412657,0.986555
9876967,117,5,0.0024310038,0.002431744,0.11051557,0.7377812,0.0024272485,0.002430109,0.14198309
10431657,117,5,0.002519111,0.00252324,0.002520123,0.7971588,0.00251232,0.002518327,0.19024809
10507547,117,5,0.0016471152,0.0016456932,0.0016467089,0.001646215,0.0016509349,0.0016446181,0.99011874
10559556,117,5,0.0031132419,0.0031180244,0.0031131443,0.5170863,0.003119142,0.0031198445,0.4673302
10679292,117,5,0.0027555139,0.0027555036,0.002756281,0.0027542908,0.0027581586,0.0027576715,0.9834626
10935434,117,5,0.0014751441,0.0014752944,0.0014755162,0.0014767842,0.0014773998,0.0014778856,0.991142
10936886,117,5,0.003412969,0.0034484705,0.20605254,0.0034066557,0.0034061908,0.0034111668,0.77686197
11860878,117,5,0.0016274774,0.0016278735,0.001625393,0.6368219,0.0016289194,0.0016294431,0.35503903
12419536,117,5,0.0018608165,0.0018637495,0.001859351,0.0018589257,0.0018578491,0.0018581798,0.9888411
7587891,120,6,0.4356172,0.0020473283,0.002043661,0.22741103,0.32878613,0.0020487325,0.002045951
7907945,120,6,0.0012062541,0.001201593,0.0012044964,0.0012027257,0.9927808,0.0012017747,0.0012023721
8058309,120,6,0.5462524,0.12865518,0.09023371,0.001835746,0.22934888,0.0018341253,0.0018399422
8293386,120,6,0.3618983,0.002202614,0.0022006468,0.06322989,0.56605107,0.0022093093,0.0022082315
8521452,120,6,0.28387406,0.001992416,0.001991069,0.0019885607,0.70618016,0.0019866854,0.0019870482
8569178,120,6,0.3994377,0.0014044156,0.0014038858,0.0014071026,0.48126185,0.113680586,0.0014044559
8618340,120,6,0.47681504,0.001887131,0.0018907144,0.0018865837,0.5137482,0.0018864742,0.001885858
8697991,120,6,0.18274388,0.0020162116,0.002015502,0.002017901,0.8071658,0.0020198452,0.0020208212
8924224,120,6,0.0018113905,0.0018099779,0.001810283,0.0018102158,0.98913646,0.0018113516,0.0018103574
9094461,120,6,0.7486507,0.002711635,0.04439493,0.002704109,0.14746527,0.0027006618,0.051372673
9194030,120,6,0.0013633728,0.001362394,0.0013618009,0.0013625453,0.9918236,0.0013626022,0.0013636362
9291431,120,6,0.23225753,0.12570104,0.0022112017,0.0022047614,0.633217,0.0022019579,0.0022064964
9594287,120,6,0.20808801,0.0021666205,0.002168323,0.0021679716,0.78107053,0.0021685339,0.0021700196
9798412,120,6,0.0033406152,0.003327335,0.0033278933,0.19475146,0.7885959,0.003326925,0.0033298845
9925751,120,6,0.22235814,0.0016298005,0.6703663,0.0016265555,0.10076341,0.0016278424,0.0016279322
10036998,120,6,0.0022456187,0.23470944,0.0022390783,0.0022409644,0.75408345,0.002240614,0.002240876
10332871,120,6,0.9895108,0.0017456848,0.0017485275,0.001745402,0.0017535953,0.0017470664,0.0017489291
10403689,120,6,0.098646976,0.0016268843,0.001625178,0.0016301558,0.8932156,0.0016269564,0.0016282642
10631462,120,6,0.001193833,0.0011940573,0.0011938217,0.0011938281,0.94624734,0.0477826,0.0011946083
10794547,120,6,0.4802753,0.0012728556,0.0012702362,0.0012713834,0.5133631,0.0012735905,0.0012734813
10837140,120,6,0.17541146,0.0029865117,0.80964416,0.0029903946,0.0029986168,0.002986138,0.002982737
10872665,120,6,0.001137529,0.0011359437,0.001136283,0.0011361694,0.9931808,0.0011374126,0.0011359149
10923484,120,6,0.0018849823,0.0018849811,0.0018820692,0.0018836114,0.988699,0.0018816036,0.0018836888
10928103,120,6,0.55748576,0.0025635327,0.4297179,0.0025557112,0.002563624,0.0025582206,0.0025551857
8524262,126,7,0.12696157,0.002106125,0.86250156,0.0021114722,0.0021064302,0.0021046193,0.0021083334
9190890,126,7,0.2851187,0.002016143,0.62663704,0.002015828,0.08017803,0.0020158468,0.0020183264
9485488,126,7,0.0046403296,0.0046134936,0.0046268757,0.0046175346,0.0046196985,0.004612239,0.97226983
9625811,126,7,0.47485676,0.0021679192,0.51429677,0.0021677595,0.0021716002,0.0021686659,0.0021704664
9679979,126,7,0.44436723,0.001704922,0.0017069973,0.0017082265,0.0017047563,0.0017063488,0.54710156
10065149,126,7,0.6089961,0.0026981405,0.37749973,0.0027018015,0.0027020818,0.0027021945,0.002699998
10200459,126,7,0.26284745,0.0021375709,0.3045061,0.002134314,0.42410308,0.0021342325,0.0021373099
10334192,126,7,0.7353181,0.0018606478,0.0018651165,0.0018604868,0.0018604249,0.25537324,0.0018619238
10340750,126,7,0.6443101,0.0013386528,0.3489905,0.0013389384,0.0013415635,0.0013393052,0.0013409113
10354018,126,7,0.119247474,0.0024263852,0.8686171,0.0024255107,0.0024331908,0.0024254664,0.0024248578
10557106,126,7,0.7156234,0.0024239975,0.27224115,0.002423815,0.0024313913,0.0024264765,0.0024297957
10572598,126,7,0.8999588,0.0024694696,0.0024759795,0.002472289,0.0024730708,0.08767752,0.0024728486
10632361,126,7,0.26252645,0.0015735049,0.7055766,0.001574703,0.0015738576,0.025598792,0.0015761124
10637429,126,7,0.34673366,0.0030467212,0.38888967,0.25218448,0.0030478225,0.0030507552,0.003046838
10692252,126,7,0.55211866,0.14971904,0.001647792,0.0016502815,0.2915668,0.0016502469,0.0016472405
10698490,126,7,0.71596,0.058123365,0.22018997,0.0014308529,0.0014331605,0.0014303087,0.0014322492
10726978,126,7,0.5736617,0.0018401018,0.34268647,0.0018388163,0.0018385701,0.0018373551,0.07629694
10741712,126,7,0.5907076,0.0028053592,0.39524737,0.0028064079,0.0028170543,0.0028083855,0.0028078996
10828889,126,7,0.5763344,0.0021719816,0.4127985,0.002175058,0.0021776059,0.0021688952,0.0021734831
10933063,126,7,0.7586099,0.0021067683,0.23084718,0.0021131113,0.0021079704,0.0021090778,0.0021058973
10935482,126,7,0.6731899,0.0024718347,0.09846751,0.002473244,0.0024738433,0.0024748957,0.21844876
10953306,126,7,0.9779328,0.0036721907,0.0036803412,0.003680252,0.003674461,0.003684963,0.0036750075
11020858,126,7,0.73931295,0.0015911873,0.0015923801,0.0015959868,0.2527267,0.0015908183,0.0015899771
11044365,126,7,0.10280804,0.0014922541,0.0014955916,0.0014901713,0.8897284,0.0014918516,0.0014936248
8790332,142,8,0.001364746,0.001363184,0.9671708,0.0013628113,0.0013681147,0.0013627881,0.02600754
8875075,142,8,0.0012813526,0.0012794103,0.86251974,0.0012780933,0.13108343,0.0012785989,0.0012793809
8903350,142,8,0.0020767506,0.002073953,0.98754054,0.0020741986,0.002083847,0.0020747338,0.0020760112
8906419,142,8,0.002018667,0.0020155874,0.9879024,0.00201522,0.0020184596,0.002014762,0.0020147993
8946241,142,8,0.0020174405,0.0020211923,0.9326074,0.05729495,0.002017703,0.0020237796,0.0020175541
9119087,142,8,0.14945455,0.0033334095,0.43385953,0.0033258602,0.0033315613,0.0033261694,0.40336898
9205942,142,8,0.0017893428,0.0017988655,0.9892511,0.0017932233,0.0017868556,0.0017926336,0.0017880197
9302262,142,8,0.0031125399,0.09589797,0.55183077,0.11883401,0.0031102025,0.22410282,0.0031116526
9334287,142,8,0.0009549486,0.0009549378,0.9942736,0.0009543994,0.0009544184,0.0009534954,0.00095426926
9508065,142,8,0.0028170529,0.21600793,0.35990456,0.41282982,0.0028162755,0.0028146976,0.0028097122
9733569,142,8,0.0026613798,0.002652844,0.9840644,0.002651406,0.0026709363,0.0026497825,0.0026491447
9767138,142,8,0.22041209,0.0021690219,0.7687357,0.00217115,0.002171425,0.0021711446,0.002169358
9847242,142,8,0.0012798576,0.0012805682,0.790261,0.13041438,0.0012792557,0.0012794638,0.07420552
10349094,142,8,0.3853759,0.001185146,0.60868996,0.0011860782,0.0011865766,0.0011864437,0.0011898888
10354479,142,8,0.030351847,0.0017061366,0.9611159,0.0017059748,0.0017051791,0.0017069181,0.0017080344
10395791,142,8,0.0756926,0.0027508384,0.9105453,0.002751321,0.0027530654,0.002754171,0.002752787
10475061,142,8,0.39567116,0.0012594081,0.49322233,0.001258701,0.0012567549,0.10607396,0.0012576181
10518503,142,8,0.0014937107,0.0014946632,0.991025,0.0014959085,0.0014936285,0.0015031156,0.0014940941
10564872,142,8,0.057563566,0.101003125,0.8346853,0.0016884117,0.0016861035,0.0016866986,0.0016867258
10753513,142,8,0.0026062704,0.002602095,0.9843813,0.0026036429,0.002603104,0.0026029649,0.0026006121
10804186,142,8,0.0014927625,0.0014903956,0.93283385,0.0014912088,0.0014907778,0.0014918541,0.059709202
10842302,142,8,0.0028727828,0.002866381,0.98280805,0.002862582,0.0028643273,0.0028612947,0.0028646085
10906459,142,8,0.22757602,0.0017282481,0.64861536,0.001732312,0.0017270701,0.0017312304,0.11688967
12455636,142,8,0.0021723718,0.0021663778,0.9869752,0.0021691169,0.002175596,0.0021701176,0.002171297
8733303,146,9,0.0040897937,0.17152257,0.0040991027,0.80801326,0.004087514,0.0040975404,0.00409017
8766720,146,9,0.002271192,0.98636776,0.0022716234,0.0022725814,0.002270951,0.0022745747,0.0022713353
9172170,146,9,0.0012447184,0.0012466039,0.00124602,0.8207663,0.0012450945,0.17300524,0.0012460005
9189043,146,9,0.001645698,0.18161318,0.0016446027,0.14552957,0.00164893,0.32378587,0.34413218
9224802,146,9,0.036854856,0.6944763,0.0029852022,0.0029871743,0.21826644,0.04144766,0.0029823459
9368568,146,9,0.0034172258,0.0034128365,0.0034079994,0.4530674,0.0034107603,0.5298632,0.0034206363
9384602,146,9,0.0012549988,0.0012564438,0.0012539785,0.99246585,0.0012557667,0.0012572694,0.0012556806
9414118,146,9,0.13568208,0.5549645,0.0030552398,0.0030560577,0.0030477182,0.2971413,0.0030530097
9546792,146,9,0.0028066763,0.18373801,0.002813942,0.37769294,0.0028110011,0.0028166492,0.42732072
9622000,146,9,0.003411693,0.18145072,0.0034092488,0.8014854,0.0034124688,0.0034132977,0.0034170207
9652956,146,9,0.0012780918,0.9923302,0.0012781536,0.0012783451,0.0012783848,0.0012787324,0.0012781648
9746908,146,9,0.024342317,0.6232989,0.16580935,0.0014648051,0.0014605446,0.00146412,0.18215998
10037474,146,9,0.0026142776,0.002610621,0.0026128083,0.0026049928,0.002601592,0.41390225,0.5730535
10090481,146,9,0.0023855285,0.002388678,0.0023841928,0.7182662,0.002383076,0.24274498,0.029447364
10206644,146,9,0.18692654,0.53511983,0.001690255,0.14870708,0.0016832016,0.0016885973,0.124184415
10430510,146,9,0.8371344,0.14850952,0.002873109,0.0028707692,0.0028677203,0.0028719814,0.002872467
10463234,146,9,0.0032592393,0.7843332,0.0032635466,0.19938365,0.0032498315,0.003254953,0.0032556904
10468510,146,9,0.0016461407,0.0016483824,0.0016451827,0.23658973,0.001647342,0.32609433,0.4307289
10526115,146,9,0.001888462,0.33618316,0.0018880826,0.0018909747,0.0018859578,0.0018873755,0.65437603
10573013,146,9,0.0024690856,0.0024675115,0.002467827,0.985182,0.0024697364,0.002473796,0.0024700577
10587643,146,9,0.497979,0.49176052,0.0020533185,0.0020516214,0.0020496957,0.0020516564,0.0020542885
10607841,146,9,0.0024294022,0.98542076,0.0024332923,0.0024291002,0.0024258548,0.0024266667,0.0024349422
10754226,146,9,0.002345896,0.9859032,0.0023497583,0.0023539152,0.0023433468,0.002350116,0.002353802
12451676,146,9,0.0014307749,0.25966236,0.0014328015,0.5758679,0.0014293727,0.096779265,0.06339751
