DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4
10026153,116,4,0.36201087,0.0037986978,0.6303305,0.003859905
10401676,116,4,0.8659968,0.0029532653,0.12807229,0.0029776706
10430101,116,4,0.9924758,0.0024442598,0.0026102045,0.0024696416
10435587,116,4,0.0036380875,0.0035020085,0.62693703,0.3659228
10438568,116,4,0.46685648,0.004291206,0.5242249,0.0046273917
10459850,116,4,0.5111379,0.0025836811,0.0026480013,0.48363048
10669726,116,4,0.0027075778,0.0026298435,0.9920178,0.0026447547
10674396,116,4,0.0015575114,0.0014927957,0.9954409,0.0015087638
10851068,116,4,0.0045140903,0.004570238,0.8305372,0.1603784
12374697,116,4,0.703574,0.0029228677,0.29049197,0.0030110618
7585009,117,5,0.0032800974,0.990257,0.0032676314,0.0031952108
7696609,117,5,0.0038382025,0.9884316,0.0039266217,0.0038035635
7847069,117,5,0.1847744,0.80935574,0.0029530888,0.002916794
8058160,117,5,0.0042801183,0.98713225,0.0042690677,0.004318546
8075646,117,5,0.003876916,0.98830634,0.003864626,0.003952042
8740984,117,5,0.0033825343,0.9898967,0.0033682713,0.0033524467
8826994,117,5,0.0023310287,0.992867,0.0023529483,0.0024489742
8859062,117,5,0.00212654,0.9935714,0.0021708154,0.0021312265
9017530,117,5,0.004778487,0.98546314,0.0048087444,0.004949655
9067471,117,5,0.24751264,0.7441491,0.0041699987,0.0041682906
9129722,117,5,0.0026091067,0.9283539,0.06646781,0.00256923
9218507,117,5,0.30413547,0.3474077,0.34563106,0.0028257433
9265639,117,5,0.0022062734,0.62190753,0.3736723,0.0022139538
9369084,117,5,0.0015404095,0.9953818,0.0015297186,0.0015481575
9470136,117,5,0.0076411464,0.977784,0.007316956,0.00725788
9700658,117,5,0.41767454,0.57593423,0.0032472715,0.0031438957
10027417,117,5,0.78643435,0.21007635,0.0017478104,0.001741583
10213152,117,5,0.002910215,0.9058399,0.0030166602,0.088233255
10431657,117,5,0.22799653,0.5899587,0.17734462,0.004700086
10507547,117,5,0.0030479175,0.7171289,0.0030417985,0.27678147
10559556,117,5,0.08636196,0.90219694,0.005702774,0.0057382868
10679292,117,5,0.16397317,0.82568026,0.0052227867,0.00512383
10935434,117,5,0.002459403,0.992565,0.0024593296,0.0025161803
11860878,117,5,0.0030704623,0.83959967,0.003049468,0.15428035
7587891,120,6,0.003952898,0.0038817707,0.0036838115,0.9884816
7805557,120,6,0.003724964,0.0035858557,0.003601942,0.9890872
7928630,120,6,0.00392723,0.004032295,0.003879691,0.9881607
8058309,120,6,0.76893544,0.0034162882,0.22415362,0.0034946583
8293386,120,6,0.11923172,0.004156885,0.0039594034,0.87265193
8521452,120,6,0.19025551,0.0036075646,0.003650882,0.802486
8569178,120,6,0.12261236,0.0026595725,0.0026191357,0.87210894
8618340,120,6,0.05937848,0.0035923668,0.0037769007,0.9332523
8697991,120,6,0.0035423043,0.0034507501,0.0034936445,0.98951334
8924224,120,6,0.0033044904,0.0032184657,0.0032140394,0.99026304
8956779,120,6,0.0033547573,0.14430577,0.003236202,0.8491033
9094461,120,6,0.59834236,0.004703892,0.005104785,0.391849
9291431,120,6,0.004031971,0.003938337,0.32617155,0.6658582
9570214,120,6,0.0027865688,0.002511987,0.002582688,0.9921188
9594287,120,6,0.00418258,0.0039825165,0.0040118895,0.987823
9658316,120,6,0.0037518158,0.0035673531,0.19132426,0.80135655
9798412,120,6,0.006077251,0.0059909634,0.00597496,0.9819568
9925751,120,6,0.003041982,0.0028551833,0.8369502,0.15715267
10399167,120,6,0.37494376,0.0028509672,0.0027784635,0.6194268
10403689,120,6,0.0029206476,0.0028396063,0.0028460198,0.99139374
10631462,120,6,0.0022504204,0.0023900187,0.0023027505,0.9930568
10794547,120,6,0.54637975,0.0024404598,0.0024888646,0.44869092
10837140,120,6,0.00526875,0.005431407,0.84857297,0.14072691
10923484,120,6,0.0036101083,0.0035361191,0.0035033834,0.9893504
8524262,126,7,0.0039569656,0.004222504,0.98792934,0.0038911775
9190890,126,7,0.003704492,0.0036512467,0.98894167,0.003702521
9485488,126,7,0.97545505,0.00810528,0.008150349,0.008289329
9625811,126,7,0.0039415155,0.0037931437,0.9882806,0.003984728
9679979,126,7,0.39906824,0.07212999,0.4038248,0.124977
10065149,126,7,0.0050583933,0.0047273342,0.9853753,0.004838998
10195885,126,7,0.002026181,0.0019374674,0.99405235,0.0019840384
10200459,126,7,0.204646,0.0038428376,0.7874917,0.0040195063
10334192,126,7,0.12616153,0.0031815113,0.5522364,0.31842053
10340750,126,7,0.6880694,0.0025115055,0.30682543,0.0025937103
10354018,126,7,0.9867769,0.0042880313,0.0044753803,0.004459638
10410876,126,7,0.0034283185,0.0033228912,0.73849773,0.2547511
10557106,126,7,0.20438589,0.004308317,0.7869385,0.0043673264
10618704,126,7,0.15236957,0.0034882363,0.7575839,0.08655829
10637429,126,7,0.005597945,0.28284016,0.4811827,0.23037921
10726978,126,7,0.39814737,0.0033370298,0.5953046,0.0032109728
10741712,126,7,0.41953436,0.0052124886,0.56989354,0.0053595095
10786798,126,7,0.0041806176,0.0041115275,0.98760885,0.0040990287
10870973,126,7,0.7809959,0.0023165187,0.002300424,0.21438716
10918445,126,7,0.39584664,0.005493987,0.5280708,0.070588574
10933063,126,7,0.70765454,0.003923721,0.11684252,0.17157924
10935482,126,7,0.60964197,0.004353578,0.3815692,0.0044352156
10953306,126,7,0.0072227586,0.13255173,0.6248131,0.23541245
11044365,126,7,0.06299173,0.0027230142,0.8097593,0.12452593
8790332,142,8,0.0027475657,0.0026100923,0.75160486,0.24303752
8875075,142,8,0.9925181,0.0024493982,0.0025244306,0.002508047
8903350,142,8,0.0037881255,0.0037306137,0.2826413,0.70983994
8946241,142,8,0.0036025767,0.0037773186,0.58375067,0.40886948
9119087,142,8,0.623356,0.006544632,0.3632805,0.006818923
9334287,142,8,0.0018049175,0.0018021407,0.576791,0.41960192
9508065,142,8,0.005423024,0.22249815,0.34518445,0.42689446
9545534,142,8,0.0033539564,0.0032028696,0.2901887,0.7032544
9630065,142,8,0.0046164924,0.5360824,0.45484206,0.004459075
9733569,142,8,0.24253312,0.0054321242,0.4306,0.3214348
9767138,142,8,0.06523338,0.0040526637,0.8483252,0.08238876
9847242,142,8,0.0023641721,0.002294214,0.35356873,0.6417729
10349094,142,8,0.431756,0.09767118,0.46822873,0.002344125
10354479,142,8,0.0033284826,0.003240365,0.3850723,0.60835886
10364424,142,8,0.0060833343,0.0059447354,0.98191845,0.006053423
10475061,142,8,0.99266934,0.0024619359,0.0024615822,0.0024071399
10518503,142,8,0.0028096242,0.0028051804,0.5670376,0.42734757
10564872,142,8,0.003123724,0.16355205,0.5179663,0.31535798
10769242,142,8,0.0032043143,0.0031954758,0.99036914,0.0032310835
10804186,142,8,0.04731494,0.0028293175,0.3951938,0.55466187
10822271,142,8,0.38028064,0.1058112,0.5081503,0.0057579284
10842302,142,8,0.005744762,0.005578101,0.8040304,0.18464673
10899793,142,8,0.005634566,0.5646263,0.42425543,0.005483736
10906459,142,8,0.23524436,0.0033144944,0.3822392,0.379202
8733303,146,9,0.007620946,0.82854545,0.0077790082,0.15605457
8766720,146,9,0.004119199,0.55106497,0.44062224,0.0041936063
9172170,146,9,0.0022589369,0.91287714,0.0023231981,0.08254072
9189043,146,9,0.0029823957,0.9909518,0.0029858702,0.0030799988
9189920,146,9,0.04715174,0.8901003,0.05835539,0.004392561
9224802,146,9,0.005081829,0.56732345,0.2255417,0.20205304
9368568,146,9,0.005869863,0.98213696,0.005909275,0.0060838764
9414118,146,9,0.005320015,0.9107502,0.078071766,0.005857992
9521418,146,9,0.0039314907,0.787494,0.20472294,0.0038514747
9546792,146,9,0.025777629,0.9639377,0.005198555,0.0050860625
9595861,146,9,0.011166894,0.83246356,0.0117500685,0.14461945
9622000,146,9,0.006120838,0.9814455,0.006171811,0.0062618395
9652956,146,9,0.0024763728,0.41440088,0.580659,0.002463781
9737546,146,9,0.12486933,0.8701699,0.0024730617,0.0024877447
10037474,146,9,0.44013458,0.55032873,0.004964252,0.0045724413
10090481,146,9,0.0042027486,0.9871946,0.004243167,0.0043594413
10337065,146,9,0.005555789,0.9029115,0.08597957,0.0055531575
10430510,146,9,0.0057877693,0.30572924,0.6829529,0.0055300854
10468510,146,9,0.0029670377,0.9911814,0.0029008707,0.0029506774
10587643,146,9,0.2515897,0.39821953,0.3462548,0.0039359215
10607841,146,9,0.004871356,0.48636657,0.5040179,0.004744157
10754226,146,9,0.004204226,0.73412275,0.25746965,0.0042034294
10783295,146,9,0.19809611,0.6333327,0.16295974,0.005611498
12451676,146,9,0.0025008079,0.9924506,0.0025463416,0.0025022777
