DocumentID,Label,LabelID,Topic_1,Topic_2
9276697,114,3,0.9827081,0.017291868
9399850,114,3,0.9324598,0.06754017
9536987,114,3,0.985824,0.01417601
9566701,114,3,0.9032939,0.09670609
9585611,114,3,0.6029253,0.39707467
10213492,114,3,0.9119766,0.08802347
10339655,114,3,0.9887413,0.011258728
10502323,114,3,0.9907686,0.00923139
10526234,114,3,0.58229107,0.41770893
10717531,114,3,0.6595332,0.3404668
10851078,114,3,0.98694,0.013059914
10920985,114,3,0.8931102,0.10688974
10921028,114,3,0.9101514,0.08984853
10936679,114,3,0.8148648,0.18513516
11040191,114,3,0.9842891,0.015710903
12059991,114,3,0.91851825,0.08148176
7529048,116,4,0.97359985,0.026400119
8607861,116,4,0.99008983,0.009910144
8665514,116,4,0.993593,0.0064070052
8692980,116,4,0.99103683,0.008963182
8710868,116,4,0.9898501,0.010149833
9056422,116,4,0.98989993,0.010100049
9205064,116,4,0.9924837,0.0075163464
9342439,116,4,0.9924631,0.0075368644
9394418,116,4,0.99141043,0.00858951
9413807,116,4,0.9941791,0.0058208657
9516080,116,4,0.9936661,0.0063338904
9545345,116,4,0.9935795,0.0064204736
9699666,116,4,0.9929248,0.00707523
9766646,116,4,0.99219227,0.0078077884
9815941,116,4,0.99169594,0.008304002
10026153,116,4,0.98551893,0.014481082
10435587,116,4,0.99024326,0.009756698
10669726,116,4,0.98345673,0.016543249
10674396,116,4,0.99449706,0.0055029187
10766344,116,4,0.99285495,0.007145033
10791772,116,4,0.9918084,0.008191608
10851068,116,4,0.98299855,0.01700144
11005099,116,4,0.9879668,0.01203319
12374697,116,4,0.9927189,0.007281178
7585009,117,5,0.0071112155,0.99288875
7696609,117,5,0.009004378,0.99099565
7847069,117,5,0.008209634,0.99179035
8058160,117,5,0.010835887,0.9891641
8309588,117,5,0.010540494,0.9894595
8740984,117,5,0.0076429695,0.992357
8826994,117,5,0.008351657,0.9916483
9129722,117,5,0.0063335127,0.9936665
9218507,117,5,0.11535242,0.8846476
9265639,117,5,0.006313783,0.9936862
9369084,117,5,0.0038006764,0.9961993
9436725,117,5,0.006690619,0.99330944
9470136,117,5,0.01667667,0.98332334
9700658,117,5,0.010236948,0.9897631
9721442,117,5,0.1319525,0.86804754
9876967,117,5,0.0128747905,0.9871252
10431657,117,5,0.028658368,0.97134167
10507547,117,5,0.23999304,0.7600069
10559556,117,5,0.017460987,0.982539
10679292,117,5,0.01621009,0.9837899
10935434,117,5,0.007851411,0.9921486
10936886,117,5,0.015046725,0.9849532
11860878,117,5,0.13844715,0.8615529
12419536,117,5,0.010257492,0.98974246
7587891,120,6,0.98874307,0.011256892
7907945,120,6,0.9949482,0.005051795
8058309,120,6,0.99189425,0.008105722
8293386,120,6,0.9869458,0.013054187
8521452,120,6,0.99198323,0.0080167875
8569178,120,6,0.988458,0.011542049
8618340,120,6,0.9900639,0.009936117
8697991,120,6,0.9919637,0.00803632
8924224,120,6,0.99235433,0.00764566
9094461,120,6,0.9833029,0.016697062
9194030,120,6,0.99401814,0.0059818304
9291431,120,6,0.9563166,0.043683406
9594287,120,6,0.9913992,0.008600773
9798412,120,6,0.9859393,0.0140607245
9925751,120,6,0.9723264,0.027673613
10036998,120,6,0.99059695,0.009403058
10332871,120,6,0.9882747,0.01172532
10403689,120,6,0.9935062,0.0064938697
10631462,120,6,0.9892709,0.010729082
10794547,120,6,0.9891091,0.010890951
10837140,120,6,0.7515179,0.24848206
10872665,120,6,0.99437934,0.005620667
10923484,120,6,0.99204797,0.007952013
10928103,120,6,0.986551,0.013448993
8524262,126,7,0.98793143,0.012068559
9190890,126,7,0.9904072,0.009592791
9485488,126,7,0.97153014,0.028469844
9625811,126,7,0.99041533,0.009584671
9679979,126,7,0.97931254,0.020687489
10065149,126,7,0.9881357,0.011864257
10200459,126,7,0.9914601,0.00853989
10334192,126,7,0.9912328,0.008767236
10340750,126,7,0.5960859,0.40391406
10354018,126,7,0.9899997,0.010000282
10557106,126,7,0.986659,0.013341037
10572598,126,7,0.98676836,0.013231627
10632361,126,7,0.9915486,0.008451392
10637429,126,7,0.72365403,0.27634594
10692252,126,7,0.88928163,0.11071836
10698490,126,7,0.9935218,0.006478241
10726978,126,7,0.98262584,0.017374115
10741712,126,7,0.986031,0.013968983
10828889,126,7,0.986444,0.013556044
10933063,126,7,0.9910653,0.008934703
10935482,126,7,0.9813959,0.018604102
10953306,126,7,0.96374476,0.03625523
11020858,126,7,0.9932463,0.0067537106
11044365,126,7,0.9927775,0.007222493
8790332,142,8,0.036787372,0.9632126
8875075,142,8,0.40725195,0.59274805
8903350,142,8,0.017076515,0.9829235
8906419,142,8,0.27179503,0.7282049
8946241,142,8,0.013063244,0.98693675
9119087,142,8,0.44447255,0.5555275
9205942,142,8,0.007766165,0.9922339
9302262,142,8,0.013094161,0.9869059
9334287,142,8,0.012822249,0.9871778
9508065,142,8,0.3382733,0.6617267
9733569,142,8,0.32171687,0.67828315
9767138,142,8,0.28435433,0.7156457
9847242,142,8,0.12925124,0.87074876
10349094,142,8,0.68511003,0.31488997
10354479,142,8,0.010601679,0.98939836
10395791,142,8,0.244896,0.755104
10475061,142,8,0.4091044,0.5908956
10518503,142,8,0.04170234,0.95829767
10564872,142,8,0.012580573,0.9874194
10753513,142,8,0.30253065,0.6974694
10804186,142,8,0.05368992,0.9463101
10842302,142,8,0.11624386,0.88375616
10906459,142,8,0.5447073,0.45529264
12455636,142,8,0.059891194,0.9401088
8733303,146,9,0.017975377,0.98202467
8766720,146,9,0.013426405,0.9865736
9172170,146,9,0.018574996,0.981425
9189043,146,9,0.008004014,0.991996
9224802,146,9,0.022874475,0.97712547
9368568,146,9,0.018409532,0.98159045
9384602,146,9,0.0057466575,0.99425334
9414118,146,9,0.07194826,0.92805177
9546792,146,9,0.013722461,0.9862775
9622000,146,9,0.016617943,0.9833821
9652956,146,9,0.009427561,0.99057245
9746908,146,9,0.006830756,0.99316925
10037474,146,9,0.08138186,0.91861814
10090481,146,9,0.010052947,0.989947
10206644,146,9,0.009488707,0.9905113
10430510,146,9,0.6487739,0.35122606
10463234,146,9,0.014082199,0.9859178
10468510,146,9,0.007397474,0.99260247
10526115,146,9,0.23730978,0.7626902
10573013,146,9,0.011144979,0.988855
10587643,146,9,0.39584276,0.6041572
10607841,146,9,0.0112837255,0.98871624
10754226,146,9,0.01008321,0.9899168
12451676,146,9,0.0056455163,0.9943544
